id	outcome	previous_title	reviewed_title	concurrent_removal_reason
TCS-6492	renamed	Folklore Sampling is Optimal for Exact Hopsets: Confirming the $\sqrt{n}$ Barrier — Open Question 1	Hop diameter with O(m) shortcuts	
TCS-6493	renamed	Complexity Theory of Orbit Closure Intersection for Tensors: Reductions, Completeness, and Graph Isomorphism Hardness — Explicit open question on PDF page 8	Complexity of tensor orbit-closure intersection	
TCS-6496	renamed	Polynomial-Time Pseudodeterministic Construction of Primes — Explicit open question on PDF page 3	Circuit lower bounds for pseudodeterministic prime construction	
TCS-6497	renamed	A Single-Exponential Time 2-Approximation Algorithm for Treewidth — Unresolved-question passage on page 8	Fast single-exponential constant-factor treewidth approximation	
TCS-6498	renamed	Are splay trees dynamically optimal?	Dynamic optimality conjecture	
TCS-6499	renamed	Can distributed MIS be solved in sublogarithmic time on every graph?	Sublogarithmic distributed MIS	
TCS-6500	renamed	Erdős girth conjecture: is the classical spanner size bound tight?	Erdős girth conjecture	
TCS-6501	renamed	Can a congested clique find a maximal independent set in constant rounds?	Constant-round MIS in the congested clique	
TCS-6503	renamed	The online Boolean matrix–vector multiplication conjecture	Online matrix–vector multiplication conjecture	
TCS-6504	renamed	Is perfect matching in general graphs in deterministic NC?	Perfect matching in NC	
TCS-6505	renamed	One cycle versus two: is logarithmic time necessary in low-memory MPC?	One-cycle versus two-cycles conjecture	
TCS-6506	renamed	Can deterministic LOCAL algorithms find an MIS in O(log n) rounds?	Deterministic LOCAL MIS in O(log n) rounds	
TCS-6507	renamed	Can directed reachability have near-linear work and polylogarithmic depth?	Work-efficient parallel directed reachability	
TCS-6508	renamed	Do splay trees support deque operations in constant amortized time?	Deque conjecture	
TCS-6510	renamed	Can exact weighted all-pairs shortest paths be computed in truly subcubic time?	Truly subcubic APSP	
TCS-6511	renamed	Is Exact Matching on general graphs in deterministic polynomial time?	Deterministic Exact Matching	
TCS-6513	renamed	Does the smallest grammar problem admit a constant-factor approximation?	Constant-factor approximation of the smallest grammar	
TCS-6514	renamed	Do pure pairing heaps support O(log log n) amortized decrease-key?	Optimal decrease-key in pure pairing heaps	
TCS-6515	retained	Asymptotically good quantum locally testable stabilizer codes	Asymptotically good quantum locally testable stabilizer codes	
TCS-6516	renamed	An entanglement entropy area law for general gapped two-dimensional Hamiltonians	Area law for gapped two-dimensional Hamiltonians	
TCS-6517	renamed	Passive quantum memory in three dimensions — claimed resolution	Passive quantum memory in three dimensions	
TCS-6518	renamed	Does NPT bound entanglement exist?	NPT bound entanglement	
TCS-6519	retained	Exact quantum capacity of the qubit depolarizing channel	Exact quantum capacity of the qubit depolarizing channel	
TCS-6520	retained	Computability of quantum channel capacity	Computability of quantum channel capacity	
TCS-6521	renamed	A polynomial-time quantum algorithm for the dihedral hidden subgroup problem	Dihedral hidden subgroup problem in BQP	
TCS-6522	retained	Graph isomorphism in BQP	Graph isomorphism in BQP	
TCS-6523	renamed	Does every isotropic log-concave measure have a dimension-free Poincaré constant?	Kannan–Lovász–Simonovits conjecture	
TCS-6524	retained	Lang–Plaut problem	Lang–Plaut problem	
TCS-6525	retained	Gupta–Newman–Rabinovich–Sinclair conjecture	Gupta–Newman–Rabinovich–Sinclair conjecture	
TCS-6526	retained	Optimal size of weak ε-nets for convex ranges	Optimal size of weak ε-nets for convex ranges	
TCS-6527	retained	Constant-distortion Steiner point removal	Constant-distortion Steiner point removal	
TCS-6528	retained	Unknot recognition in polynomial time	Unknot recognition in polynomial time	
TCS-6529	retained	Optimal ℓ₁ distortion of planar Earth Mover Distance	Optimal ℓ₁ distortion of planar Earth Mover Distance	
TCS-6530	renamed	Does P equal PSPACE?	P versus PSPACE	
TCS-6531	renamed	Can every polynomial-time decision problem be solved in logarithmic space?	L versus P	
TCS-6532	renamed	Is the polynomial hierarchy strict at every finite level?	Strictness of the polynomial hierarchy	
TCS-6533	retained	NL versus UL	NL versus UL	
TCS-6534	renamed	The Berman–Hartmanis isomorphism conjecture	Berman–Hartmanis conjecture	
TCS-6535	renamed	Is nonuniform TC⁰ strictly smaller than nonuniform NC¹?	Nonuniform TC⁰ versus NC¹	
TCS-6536	retained	Deterministic linear-time minimum spanning tree	Deterministic linear-time minimum spanning tree	
TCS-6537	retained	Expected linear-time integer sorting for every word length	Expected linear-time integer sorting for every word length	
TCS-6538	retained	Almost-linear-time exact maximum matching in general graphs	Almost-linear-time exact maximum matching in general graphs	
TCS-6539	retained	Almost-linear triangle detection	Almost-linear triangle detection	
TCS-6540	renamed	An explicit static problem requiring superlogarithmically many cell probes	Superlogarithmic static cell-probe lower bounds	
TCS-6541	renamed	Does every VC class admit linear-size sample compression?	Linear-size sample compression	
TCS-6542	renamed	Polynomial-time learning parity with constant random noise	Learning parity with noise in polynomial time	
TCS-6543	retained	Learning Boolean juntas from uniform random examples	Learning Boolean juntas from uniform random examples	
TCS-6544	retained	Distribution-free learning of intersections of two halfspaces	Distribution-free learning of intersections of two halfspaces	
TCS-6545	renamed	Do one-way functions imply public-key encryption in the standard model?	Public-key encryption from one-way functions	
TCS-6546	retained	One-way permutations from one-way functions	One-way permutations from one-way functions	
TCS-6547	renamed	Does one-wayness suffice for collision-resistant hashing?	Collision-resistant hashing from one-way functions	
TCS-6548	retained	Chosen-ciphertext security from ordinary public-key encryption	Chosen-ciphertext security from ordinary public-key encryption	
TCS-6549	renamed	Does public-key encryption imply oblivious transfer?	Oblivious transfer from public-key encryption	
TCS-6550	renamed	Does ordinary polynomial-hard LWE suffice for circuit obfuscation?	Circuit obfuscation from polynomial-hard LWE	
TCS-6551	retained	Unleveled fully homomorphic encryption from LWE alone	Unleveled fully homomorphic encryption from LWE alone	
TCS-6552	retained	Noninteractive zero knowledge from one-way functions	Noninteractive zero knowledge from one-way functions	
TCS-6553	renamed	Can every polynomial-time decision problem be efficiently parallelized?	P versus NC	
TCS-6554	retained	Distributed Lovász Local Lemma in O(log log n) rounds	Distributed Lovász Local Lemma in O(log log n) rounds	
TCS-6555	retained	Optimal exact single-source shortest paths in CONGEST	Optimal exact single-source shortest paths in CONGEST	
TCS-6556	retained	Directed reachability with nearly linear memory and polylogarithmic passes	Directed reachability with nearly linear memory and polylogarithmic passes	
TCS-6557	retained	Explicit superconstant lower bounds in the congested clique	Explicit superconstant lower bounds in the congested clique	
TCS-6558	renamed	Černý conjecture: a reset word of length at most (n−1)²	Černý conjecture	
TCS-6559	renamed	Does any regular language require generalized star height greater than one?	Generalized star-height problem	
TCS-6560	renamed	Can every two-way NFA be determinized with polynomially many states?	Sakoda–Sipser problem	
TCS-6561	retained	Decidability of every level of the dot-depth hierarchy	Decidability of every level of the dot-depth hierarchy	
TCS-6562	renamed	Are word equations with linear length constraints decidable?	Word equations with linear length constraints	
TCS-6563	retained	Equivalence of deterministic macro tree transducers	Equivalence of deterministic macro tree transducers	
TCS-6564	retained	First-order definability of regular tree languages	First-order definability of regular tree languages	
TCS-6565	renamed	Is positivity of integer linear recurrences decidable?	Positivity problem for linear recurrences	
TCS-6566	renamed	Decidability of unbounded Continuous Skolem	Continuous Skolem problem	
TCS-6567	renamed	Can simple stochastic games be solved in polynomial time?	Simple stochastic games in polynomial time	
TCS-6568	renamed	Can mean-payoff games be solved in polynomial time?	Mean-payoff games in polynomial time	
TCS-6569	renamed	An internal tower of semisimplicial types in ordinary HoTT	Internal semisimplicial types in ordinary HoTT	
TCS-6570	renamed	Can a Scott-continuous lambda model validate exactly beta-conversion?	Scott-continuous lambda models with theory λβ	
TCS-6571	renamed	Is rational solvability of polynomial equations decidable?	Hilbert’s tenth problem over the rationals	
TCS-6572	renamed	Is there a polynomial-time simplex pivot rule?	Polynomial-time simplex pivot rule	
TCS-6573	renamed	Polynomial Hirsch conjecture for edge-path diameter	Polynomial Hirsch conjecture	
TCS-6574	renamed	Is exact semidefinite feasibility in polynomial time?	Exact semidefinite feasibility in polynomial time	
TCS-6575	renamed	The deterministic k-server conjecture	k-server conjecture	
TCS-6576	retained	Optimal competitive ratio for convex body chasing	Optimal competitive ratio for convex body chasing	
TCS-6577	retained	Minimax dimension dependence in bandit convex optimization	Minimax dimension dependence in bandit convex optimization	
TCS-6578	renamed	Smale’s seventh problem: efficient near-minimal logarithmic energy on the sphere	Smale’s seventh problem	
TCS-6580	retained	Information-theoretic classical verification of quantum computation	Information-theoretic classical verification of quantum computation	
TCS-6581	renamed	Mansour’s conjecture with logarithmic accuracy dependence	Mansour’s conjecture	
TCS-6582	retained	Equivalence of deterministic higher-order recursion schemes	Equivalence of deterministic higher-order recursion schemes	
TCS-6583	renamed	Does weak normalization imply strong normalization for every pure type system?	Barendregt–Geuvers–Klop conjecture	
TCS-6584	renamed	The Li–Li undirected multiple-unicast conjecture	Li–Li conjecture	
TCS-6585	retained	Nearly linear-time solution of general sparse linear systems	Nearly linear-time solution of general sparse linear systems	
TCS-6586	renamed	Can a static dictionary be built deterministically in linear time?	Deterministic linear-time static dictionaries	
TCS-6587	retained	Constant-factor approximation for Densest k-Subgraph	Constant-factor approximation for Densest k-Subgraph	
TCS-6588	renamed	A polynomial-time polylogarithmic approximation for Directed Steiner Tree	Polylogarithmic approximation for Directed Steiner Tree	
TCS-6589	renamed	The 4/3 conjecture for the metric TSP subtour relaxation	4/3 conjecture for metric TSP	
TCS-6590	renamed	The factor-2 integrality-gap conjecture for the ATSP subtour LP	ATSP integrality-gap conjecture	
TCS-6591	retained	Constant-factor approximation for Directed Feedback Vertex Set	Constant-factor approximation for Directed Feedback Vertex Set	
TCS-6592	renamed	Is k-Clique fixed-parameter tractable, equivalently FPT=W[1]?	FPT versus W[1]	
TCS-6593	renamed	Does deterministic 3-SAT have a positive optimal exponential rate?	Exponential Time Hypothesis	
TCS-6594	renamed	The Set Cover Conjecture	Set Cover Conjecture	
TCS-6595	renamed	Does the Strong Exponential Time Hypothesis hold?	Strong Exponential Time Hypothesis	
TCS-6596	renamed	The Orthogonal Vectors Hypothesis	Orthogonal Vectors Hypothesis	
TCS-6597	renamed	The algebraic k-Clique Hypothesis: the leading exponent	Algebraic k-Clique Hypothesis	
TCS-6598	renamed	The Min-Plus Convolution Hypothesis	Min-Plus Convolution Hypothesis	
TCS-6599	renamed	The Hitting Set Conjecture	Hitting Set Conjecture	
TCS-6600	retained	Optimal explicit pseudorandom generators for read-once branching programs	Optimal explicit pseudorandom generators for read-once branching programs	
TCS-6601	renamed	Do some tautologies require superpolynomial Extended Frege proofs?	Superpolynomial Extended Frege lower bounds	
TCS-6602	retained	Superpolynomial AC⁰[p]-Frege lower bounds	Superpolynomial AC⁰[p]-Frege lower bounds	
TCS-6603	renamed	Log-rank conjecture for deterministic two-party communication	Log-rank conjecture	
TCS-6604	renamed	The Fourier Entropy–Influence conjecture	Fourier Entropy–Influence conjecture	
TCS-6605	renamed	The Aaronson–Ambainis influential-variable conjecture	Aaronson–Ambainis conjecture	
TCS-6606	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The operational Gaussian interference region is defined, but no finite-dimensional syntax or effective evaluation requirement distinguishes an accepted characterization from existing operational formulas. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.1561/0100000071.
TCS-6607	renamed	The exact capacity of the binary deletion channel	Capacity of the binary deletion channel	
TCS-6608	retained	Decidability of unconditional Shannon information inequalities	Decidability of unconditional Shannon information inequalities	
TCS-6609	retained	Constant-rate binary locally decodable codes with logarithmic query complexity	Constant-rate binary locally decodable codes with logarithmic query complexity	
TCS-6610	renamed	The Shannon capacity of C7	Shannon capacity of C₇	
TCS-6611	renamed	Does the permanent require determinants of superpolynomial dimension?	Permanent versus determinant	
TCS-6612	retained	VP versus VBP over the complex numbers	VP versus VBP over the complex numbers	
TCS-6613	retained	Polynomial-size arithmetic formulas for the determinant	Polynomial-size arithmetic formulas for the determinant	
TCS-6614	retained	Deterministic polynomial-time factorization over finite fields	Deterministic polynomial-time factorization over finite fields	
TCS-6615	retained	Polynomial-time finite-group isomorphism in the Cayley-table model	Polynomial-time finite-group isomorphism in the Cayley-table model	
TCS-6616	retained	Breaking the 2^n barrier for exact permanent computation	Breaking the 2^n barrier for exact permanent computation	
TCS-6617	renamed	Can a classical randomized algorithm factor every integer in polynomial time?	Integer factorization in randomized polynomial time	
TCS-6618	renamed	Are discrete logarithms in prime fields in randomized polynomial time?	Prime-field discrete logarithms in randomized polynomial time	
TCS-6619	retained	Exact Euclidean SVP in single-exponential time and polynomial space	Exact Euclidean SVP in single-exponential time and polynomial space	
TCS-6620	renamed	Vinogradov's least quadratic nonresidue conjecture	Vinogradov’s least quadratic nonresidue conjecture	
TCS-6621	retained	Rapid mixing of Glauber dynamics with Δ+2 colours	Rapid mixing of Glauber dynamics with Δ+2 colours	
TCS-6622	renamed	The Kannan–Tetali–Vempala switch-chain conjecture for binary matrices	Kannan–Tetali–Vempala conjecture	
TCS-6623	retained	Polynomial-sample worst-case trace reconstruction	Polynomial-sample worst-case trace reconstruction	
TCS-6624	retained	Constant-factor edit-distance approximation in O(n polylog n) time	Constant-factor edit-distance approximation in O(n polylog n) time	
TCS-6625	retained	Deterministic fully dynamic connectivity with polylogarithmic worst-case updates	Deterministic fully dynamic connectivity with polylogarithmic worst-case updates	
TCS-6626	retained	Polylogarithmic worst-case updates for exact dynamic minimum spanning forests	Polylogarithmic worst-case updates for exact dynamic minimum spanning forests	
TCS-6627	retained	Fully dynamic near-optimal matching with polylogarithmic updates	Fully dynamic near-optimal matching with polylogarithmic updates	
TCS-6628	renamed	An FPRAS for perfect matchings in general graphs	FPRAS for counting perfect matchings	
TCS-6629	renamed	A deterministic FPTAS for the nonnegative permanent	Deterministic FPTAS for the nonnegative permanent	
TCS-6630	retained	Effective classification of polynomially testable hereditary graph properties	Effective classification of polynomially testable hereditary graph properties	
TCS-6632	retained	Constant-factor universally truthful auctions for submodular bidders	Constant-factor universally truthful auctions for submodular bidders	
TCS-6633	retained	Polynomial query complexity of exact envy-free cake cutting	Polynomial query complexity of exact envy-free cake cutting	
TCS-6634	renamed	The optimal randomized metric distortion in social choice	Randomized metric distortion in social choice	
TCS-6635	renamed	Does every finite-template decision promise CSP have a P/NP-hard dichotomy?	Finite-domain promise CSP dichotomy	
TCS-6636	renamed	The Bodirsky–Pinsker infinite-domain CSP dichotomy	Bodirsky–Pinsker conjecture	
TCS-6637	retained	Constant-colour polynomial-time colouring of 3-colourable graphs	Constant-colour polynomial-time colouring of 3-colourable graphs	
TCS-6638	renamed	A constant improvement over factor 2 for unrelated-machine makespan	Beating factor two for unrelated-machine makespan	
TCS-6639	renamed	A constant-factor approximation for general Santa Claus allocation	Constant-factor approximation for Santa Claus	
TCS-6640	retained	Constant additive error for one-dimensional bin packing	Constant additive error for one-dimensional bin packing	
TCS-6641	renamed	The uniform word problem for one-relation monoids	Word problem for one-relation monoids	
TCS-6642	renamed	The conjugacy problem for one-relator groups	Conjugacy problem for one-relator groups	
TCS-6643	retained	Decidability of unification in the basic modal logic K	Decidability of unification in the basic modal logic K	
TCS-6644	retained	Decidability of termination for one-rule string rewriting	Decidability of termination for one-rule string rewriting	
TCS-6645	renamed	The full constant-delay conjunctive-query classification	Constant-delay conjunctive-query classification	
TCS-6646	renamed	Martin’s full conjecture for Turing-invariant functions under determinacy	Martin’s conjecture	
TCS-6647	retained	Rigidity of the Turing degrees	Rigidity of the Turing degrees	
TCS-6648	retained	Kolmogorov–Loveland randomness versus Martin-Löf randomness	Kolmogorov–Loveland randomness versus Martin-Löf randomness	
TCS-6649	renamed	Does Hindman’s theorem imply the ω-jump?	Reversal of Hindman’s theorem to the ω-jump	
TCS-6650	retained	Deterministic polynomial-time equivalence testing for d-DNNFs	Deterministic polynomial-time equivalence testing for d-DNNFs	
TCS-6651	renamed	Hadwiger’s conjecture: high chromatic number forces a clique minor	Hadwiger’s conjecture	
TCS-6652	renamed	The Erdős–Hajnal conjecture for every forbidden induced graph	Erdős–Hajnal conjecture	
TCS-6653	renamed	The Gyárfás–Sumner conjecture	Gyárfás–Sumner conjecture	
TCS-6654	renamed	Seese’s conjecture for MSO₁ and clique-width	Seese’s conjecture	
TCS-6655	renamed	Cereceda's quadratic recolouring conjecture	Cereceda’s conjecture	
TCS-6656	renamed	Planted clique: can polynomial time detect a clique below the square-root scale?	Planted clique conjecture	
TCS-6657	renamed	The computational threshold for dense tensor PCA	Computational threshold for tensor PCA	
TCS-6658	retained	Polynomial smoothed complexity of FLIP for Max-Cut	Polynomial smoothed complexity of FLIP for Max-Cut	
TCS-6659	renamed	Can metric k-Median reach the 1+2/e threshold?	Metric k-Median at the 1+2/e threshold	
TCS-6660	renamed	A polynomial kernel for Edge Multiway Cut	Polynomial kernel for Edge Multiway Cut	
TCS-6661	renamed	The Hyperclique Hypothesis	Hyperclique Hypothesis	
TCS-6662	retained	Optimal deterministic restricted-isometry matrices	Optimal deterministic restricted-isometry matrices	
TCS-6663	renamed	Does Frege simulate Extended Frege with polynomial proof size?	Frege versus Extended Frege	
TCS-6664	renamed	The asymptotic Gotsman–Linial conjecture	Asymptotic Gotsman–Linial conjecture	
TCS-6665	renamed	The capacity region of a general two-receiver broadcast channel	Capacity of the general broadcast channel	
TCS-6666	renamed	The Shub–Smale τ-conjecture: polynomially many integer roots from short arithmetic programs	Shub–Smale τ-conjecture	
TCS-6667	retained	Polynomial-time, polynomial-factor approximation of Euclidean SVP	Polynomial-time, polynomial-factor approximation of Euclidean SVP	
TCS-6668	retained	Polynomial mixing of critical three-dimensional Ising dynamics	Polynomial mixing of critical three-dimensional Ising dynamics	
TCS-6669	retained	Breaking factor two for sum-of-pairs multiple sequence alignment	Breaking factor two for sum-of-pairs multiple sequence alignment	
TCS-6670	retained	Polylogarithmic maintenance of the exact global minimum cut	Polylogarithmic maintenance of the exact global minimum cut	
TCS-6671	renamed	An FPRAS for counting undirected Euler tours	FPRAS for counting undirected Euler tours	
TCS-6672	retained	Sublinear testing of bounded-degree graph isomorphism	Sublinear testing of bounded-degree graph isomorphism	
TCS-6673	retained	Optimal error for pure-DP continual counting	Optimal error for pure-DP continual counting	
TCS-6674	renamed	The power of randomization in truthful unrelated-machine scheduling	Randomized truthful unrelated-machine scheduling	
TCS-6675	retained	Search-to-decision equivalence for finite promise CSPs	Search-to-decision equivalence for finite promise CSPs	
TCS-6676	retained	Breaking factor two for precedence-constrained makespan	Breaking factor two for precedence-constrained makespan	
TCS-6677	renamed	The isomorphism problem for one-relator groups	Isomorphism problem for one-relator groups	
TCS-6678	retained	FO model checking on hereditary monadically dependent graph classes	FO model checking on hereditary monadically dependent graph classes	
TCS-6679	retained	Universality of Turing equivalence	Universality of Turing equivalence	
TCS-6680	retained	Decidability of conjunctive-query entailment in SROIQ	Decidability of conjunctive-query entailment in SROIQ	
TCS-6681	retained	DNF versus d-DNNF succinctness	DNF versus d-DNNF succinctness	
TCS-6682	renamed	Reed’s χ–ω–Δ conjecture	Reed’s conjecture	
TCS-6683	renamed	The optimal quantitative Excluded Grid Theorem	Optimal bounds in the Excluded Grid Theorem	
TCS-6684	renamed	The computational Kesten–Stigum threshold for sparse community recovery	Computational Kesten–Stigum threshold	
TCS-6685	renamed	Determining the sixth Busy Beaver value BB(6)	Busy Beaver BB(6)	
TCS-6686	renamed	Does P=RP?	P versus RP	
TCS-6689	renamed	Construct averaging samplers simultaneously optimal in randomness and sample count.	Simultaneously optimal averaging samplers	
TCS-6692	renamed	Construct cryptographic PRGs from arbitrary one-way functions with seed length linear in input length.	Linear-seed pseudorandom generators from one-way functions	
TCS-6693	renamed	Construct subpolynomial-seed PRGs fooling AC⁰[2].	Subpolynomial-seed pseudorandom generators for AC⁰[2]	
TCS-6696	renamed	Derive strong uniform PRGs from EXP not contained in randomized subexponential time.	Uniform PRGs from exponential-time hardness	
TCS-6699	renamed	Derandomize AM to NP; in particular, establish NP certificates for graph nonisomorphism.	AM versus NP	
TCS-6702	renamed	Obtain suitable worst-case-to-average-case reductions within NP.	Worst-case-to-average-case reductions within NP	
TCS-6703	renamed	Achieve optimal exponential-scale hardness amplification within NP.	Optimal exponential-scale hardness amplification in NP	
TCS-6705	renamed	Does every linear threshold function have degree-at-most-one Fourier weight at least 2/π?	2/π low-degree Fourier weight for linear threshold functions	
TCS-6707	renamed	Determine the asymptotic randomized decision-tree complexity of recursive majority-of-three.	Randomized query complexity of recursive majority-of-three	
TCS-6708	renamed	Must some squared Fourier coefficient be at least exp(−O(total influence))?	Fourier Min-Entropy–Influence conjecture	
TCS-6710	renamed	Determine tight randomized communication bounds for number-on-forehead set disjointness.	Number-on-forehead Disjointness complexity	
TCS-6711	renamed	Determine the optimal gap between deterministic communication and logarithmic monochromatic partition size.	Deterministic communication versus monochromatic partition size	
TCS-6712	renamed	Can every polynomial-size Boolean circuit be replaced by a polynomial-size, logarithmic-depth circuit?	Nonuniform NC¹ versus P/poly	
TCS-6714	renamed	Are there polynomial-size logarithmic-depth general Boolean circuits for perfect matching?	Nonuniform NC¹ perfect matching	
TCS-6715	renamed	Separate polynomial-size monotone circuits from superpolynomial monotone span-program size.	Monotone circuits versus monotone span programs	
TCS-6716	renamed	Separate ordinary and monotone span-program size for monotone functions.	General versus monotone span programs	
TCS-6717	renamed	Strengthen monotone perfect-matching circuit lower bounds to stretched exponential.	Stretched-exponential monotone matching lower bounds	
TCS-6718	renamed	Prove exponential lower bounds for weakly read-once nondeterministic branching programs.	Exponential weakly read-once branching-program lower bounds	
TCS-6721	renamed	Pack using OPT+1 bins; a constant additive error is a highlighted intermediate goal.	Additive-one approximation for bin packing	
TCS-6723	renamed	Beat factor two for generalized Steiner tree, also called Steiner forest.	Steiner Forest approximation below factor two	
TCS-6724	renamed	Give a constant approximation for precedence-constrained scheduling on related machines.	Constant-factor related-machine precedence scheduling	
TCS-6725	renamed	Color a promised 3-colorable graph with O(log n) colors in polynomial time.	Logarithmic-color approximation of 3-colorable graphs	
TCS-6728	renamed	Compute chromatic number in O*(2ⁿ) time using only polynomial space.	Chromatic number in 2ⁿ time and polynomial space	
TCS-6729	renamed	Construct linear representations of transversal matroids deterministically in polynomial time.	Deterministic linear representations of transversal matroids	
TCS-6731	renamed	Separate levels of the W-hierarchy, including the Independent Set and Dominating Set levels.	Strictness of the W-hierarchy	
TCS-6734	renamed	Separate polynomial compression from polynomial kernelization for natural problems.	Polynomial compression versus polynomial kernelization	
TCS-6736	renamed	Establish nearly quadratic adaptive versus nonadaptive testing gaps.	Nearly quadratic adaptive-testing gaps	
TCS-6737	renamed	Test minor-closed bounded-degree graph properties with polynomial dependence on degree and proximity.	Polynomial-query testing of minor-closed bounded-degree properties	
TCS-6738	renamed	Determine existence of linear-length locally testable codes and proofs.	Linear-length locally testable codes and proofs	
TCS-6739	renamed	Separate lengths achievable by locally decodable and relaxed locally decodable codes.	Locally decodable versus relaxed locally decodable code length	
TCS-6743	renamed	Every nontrivial monotone property of k-vertex graphs requires Ω(k²) randomized adjacency queries for exact recognition.	Randomized evasiveness conjecture	
TCS-6744	renamed	Complete the characterization of bounded-degree graph properties admitting constant-query one-sided proximity-oblivious testers, removing the stated combinatorial-conjecture dependency.	One-sided proximity-oblivious testing of bounded-degree graphs	
TCS-6747	renamed	Is graph nonisomorphism in BPP?	Graph nonisomorphism in BPP	
TCS-6748	renamed	Classify the complexity of Boolean decision-Holant problems.	Boolean decision-Holant dichotomy	
TCS-6749	renamed	Give a deterministic polynomial kernel for Almost 2-SAT.	Deterministic polynomial kernels for Almost 2-SAT	
TCS-6755	renamed	Determine the leading constant in optimal Boolean k-CSP approximation.	Optimal leading constant for Boolean k-CSP approximation	
TCS-6756	renamed	Determine whether the stated general-domain k-CSP approximation is asymptotically optimal.	Optimal approximation of general-domain k-CSP	
TCS-6757	renamed	Can minimization-CSP algorithms match their SDP integrality gaps up to 1+ε?	Min-CSP approximation at the SDP integrality gap	
TCS-6759	renamed	Are resolution total-space and clause-space decision problems PSPACE-complete?	PSPACE-completeness of resolution space	
TCS-6764	renamed	Exhibit linear-size fixed-width CNFs requiring quadratic total resolution space.	Quadratic resolution space for linear-size CNFs	
TCS-6765	renamed	Asymptotically separate resolution clause space from polynomial-calculus-resolution space.	Resolution versus polynomial-calculus-resolution space	
TCS-6766	renamed	Does logarithmic resolution clause space imply polynomial proof length?	Polynomial resolution length from logarithmic clause space	
TCS-6767	renamed	Determine unavoidable length–width tradeoffs, including tight fixed-width length lower bounds.	Resolution length–width tradeoffs	
TCS-6768	renamed	Can constant-space refutations always be made simultaneously polynomial-length and constant-space?	Simultaneous polynomial-length constant-space refutations	
TCS-6770	renamed	Is unrestricted cutting planes strictly stronger than the polynomial-coefficient subsystem CP*?	Cutting Planes versus polynomial-coefficient Cutting Planes	
TCS-6771	renamed	Is linear resolution strictly weaker than general resolution?	Linear versus general resolution	
TCS-6772	renamed	Is the resolution variable-space decision problem in PSPACE, closing the gap to the EXPSPACE upper bound?	Resolution variable-space complexity in PSPACE	
TCS-6782	renamed	Maximize the pair count admitting linear-size pairwise spanners with constant additive error.	Pair capacity of linear-size additive spanners	
TCS-6783	renamed	Does every unweighted graph admit a +4 spanner with O(n^(4/3)) edges?	Four-additive spanners with O(n^(4/3)) edges	
TCS-6784	renamed	Match Thorup–Zwick emulator tradeoffs using actual spanners.	Spanners matching Thorup–Zwick emulator tradeoffs	
TCS-6785	renamed	Determine optimal additive error for linear-size spanners.	Optimal additive error of linear-size spanners	
TCS-6814	renamed	Job-shop makespan: approximation scheme running in f(m,ε)poly(n)?	Efficient PTAS for fixed-machine job-shop makespan	
TCS-6817	renamed	Is directed reachability solvable simultaneously in polynomial time and polylogarithmic space?	Directed reachability in polynomial time and polylogarithmic space	
TCS-6820	renamed	Can all #P counting functions be computed in polynomial time?	FP versus #P	
TCS-6821	renamed	Would P=NP imply polynomial-time exact computation of every #P function?	FP = #P from P = NP	
TCS-6825	renamed	Can computational privacy improve achievable utility in the trusted-curator model?	Computational versus statistical privacy in the curator model	
TCS-6828	renamed	Construct explicit quantum channels witnessing non-additivity of Holevo information; existence is established nonconstructively.	Explicit non-additivity of Holevo information	
TCS-6832	renamed	Which inclusions among P, RP and NP are strict?	Separations among P, RP and NP	
TCS-6833	renamed	Obtain asymptotically optimal policies for broader nonparametric reward classes, including bounded-kurtosis distributions.	Asymptotically optimal nonparametric bandit policies	
TCS-6836	renamed	Determine optimal regret under linear-model misspecification and for different action-set geometries.	Regret in misspecified linear bandits	
TCS-6838	renamed	Match finite-time best-arm identification lower bounds and characterize instance-dependent simple regret.	Instance-optimal finite-time best-arm identification	
TCS-6839	renamed	Prove polynomial mixing for grid Ising Glauber dynamics with all-plus boundaries at every temperature.	Polynomial mixing of Ising dynamics with plus boundaries	
TCS-6840	renamed	Establish the proposed monotonicity of Ising spectral gaps in temperature and interaction strengths.	Monotonicity of Ising spectral gaps	
TCS-6843	renamed	Do bounded-degree transitive expanders necessarily exhibit cutoff?	Cutoff for bounded-degree transitive expanders	
TCS-6846	renamed	Is lazy transitive-graph mixing bounded by a universal constant times degree times squared diameter?	Mixing bounds from degree and diameter in transitive graphs	
TCS-6851	renamed	Can the exact cover time of a finite graph be computed deterministically in polynomial time?	Polynomial-time computation of exact cover time	
TCS-6857	renamed	Analyze the convergence and mixing time of the pivot chain on self-avoiding walks.	Mixing of the self-avoiding-walk pivot chain	
TCS-6859	renamed	Construct the inner linear codes on the Gilbert–Varshamov bound in time polynomial in their own dimension, eliminating the exhaustive search.	Polynomial-time Gilbert–Varshamov inner-code construction	
TCS-6861	renamed	Classically obtain the full worst-case LWE hardness guarantees of the quantum reduction.	Classical reductions matching quantum LWE hardness	
TCS-6863	renamed	Do ideal-lattice algorithms outperform general-lattice algorithms, including attacks on ring-SIS/LWE?	Algorithmic advantages of ideal-lattice structure	
