id,title,category,decision,reason
TCS-4503,"It thus remains open to show whether one can decide, given any automaton B and any ordinal 0 < α < ϕ2 (0), whether B […]",Automata and formal languages,retained,Not selected for removal in this pass.
TCS-4532,"For example, are J -trivial transducers equivalent to BΣ1 transductions ?",Automata and formal languages,quarantined,"Jde o konkrétní úroveň logicko-algebraické korespondence, nikoli hlavní rozhodnutelnost celé transdukční hierarchie."
TCS-4575,"The problem is related to the universality problem for discount sum automata [2], a well-known problem for which decidability remains open [1].",Automata and formal languages,retained,Not selected for removal in this pass.
TCS-4594,Can nondeterministic or universal counter automata count to n with o( n) states?,Automata and formal languages,quarantined,Přesný stavový exponent pro jednu čítací úlohu je jemná deskriptivní optimalita; obecné stavové blowupy jsou silnější kandidáti.
TCS-4613,"We conjecture that jumping µ automata capture ; Lµ , but the other direction deserves further investigations.",Automata and formal languages,quarantined,Expresivní korespondence jednoho automatu s jednou navrženou logikou je navazující formalistická otázka.
TCS-4659,"Notice that it is still unknown whether the determinacy of Wadge games W (L(A), L(B)), where A and B are Muller tree automata (reading infinite […]",Automata and formal languages,retained,Not selected for removal in this pass.
TCS-4668,"To our knowledge the decidability of LO1,0 and the variant of LOk,k0 for which we require (r, β) = (q, α) remain open when k […]",Automata and formal languages,retained,Not selected for removal in this pass.
TCS-4673,The following question remains open: is there a language recognized by a collapsible deterministic higher order pushdown automaton which is not recognized by any deterministic […],Automata and formal languages,retained,Not selected for removal in this pass.
TCS-4677,"Therefore, one can ask: is it decidable if an orbit finite automaton recognizes a language that can be defined in first-order logic?",Automata and formal languages,retained,Not selected for removal in this pass.
TCS-4685,The question of a characterization for weak cost automata over infinite trees remains open (it would likely involve some further restrictions on the actions of […],Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5651,Word Automata with Limited Nondeterminism (Invited Talk) — Unresolved-question passage on page 16,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5701,Complexity of Boolean Automata Networks Under Block-Parallel Update Modes — Conjecture 16,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5738,Separating Automatic Relations — Conjecture 7.1,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5739,On Rational Recursive Sequences — Explicit open question on PDF page 3,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5776,On the Minimisation of Transition-Based Rabin Automata and the Chromatic Memory Requirements of Muller Conditions — Unresolved-question passage on page 16,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5806,Algebraic Characterizations of Classes of Regular Languages in DynFO — Unresolved-question passage on page 18,Automata and formal languages,quarantined,Výčet možných zdrojů bez jednoho konkrétního rozpočtu je klasifikační program; přesné dynamic-membership cíle mají přednost.
TCS-5825,Dynamic Membership for Regular Languages — Conjecture 2.3,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5861,Universality Problem for Unambiguous VASS — Explicit open question on PDF page 4,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5862,A Formal Language Perspective on Factorized Representations — Unresolved-question passage on page 16,Automata and formal languages,quarantined,"Ptá se současně na minimum několika formalismů, aniž vybere hlavní model; nejde o jednu nezávislou otázku."
TCS-5863,Resolving Nondeterminism with Randomness — Unresolved-question passage on page 16,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5864,Weakly-Unambiguous Parikh Automata and Their Link to Holonomic Series — Explicit open question on PDF page 7,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5902,Approximate Learning of Limit-Average Automata — Explicit open question on PDF page 3,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5904,Safety and Liveness of Quantitative Automata — Explicit open question on PDF page 7,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5921,On Reachability Problems for Low-Dimensional Matrix Semigroups — Explicit open question on PDF page 2,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-5959,What Can Oracles Teach Us About the Ultimate Fate of Life? — Explicit open question on PDF page 5,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-6026,Automatic Equivalence Structures of Polynomial Growth — Explicit open question on PDF page 2,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-6028,Which Categories Are Varieties? ((Co)algebraic pearls) — Unresolved-question passage on page 14,Automata and formal languages,quarantined,Abstraktní rozšíření charakterizace variet nemá v záznamu zásadní algoritmický cíl odpovídající TCS benchmarku.
TCS-6047,An omega-Algebra for Real-Time Energy Problems — Explicit open question on PDF page 3,Automata and formal languages,quarantined,Dorovnává horní mez při kombinaci reálného času a energetických omezení; hlavní rozhodnutelnost kvantitativních automatů má větší dosah.
TCS-6064,Construction of mu-Limit Sets of Two-dimensional Cellular Automata — Explicit open question on PDF page 1,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-6083,"Counting Answers to Existential Questions (Track B: Automata, Logic, Semantics, and Theory of Programming) — Unresolved-question passage on page 13",Automata and formal languages,retained,Not selected for removal in this pass.
TCS-6158,"Probabilistic cellular automata, invariant measures, and perfect sampling — Explicit open question on PDF page 5",Automata and formal languages,retained,Not selected for removal in this pass.
TCS-6177,The Equivalence Problem of E-Pattern Languages with Length Constraints Is Undecidable — Unresolved-question passage on page 15,Automata and formal languages,quarantined,Stejnou otázku ze stejného zdroje už obsahuje TCS-1559; druhý import nepřidává nový problém.
TCS-6185,Reversible Pebble Transducers — Explicit open question on PDF page 2,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-6271,Two-Way One-Counter Nets Revisited — Unresolved-question passage on page 15,Automata and formal languages,quarantined,Doplňuje omezené pohybové varianty jednoho modelu; obecné protipříklady a rozhodnutelnost dvoucestných čítačových automatů mají přednost.
TCS-6313,Edit Distance of Finite State Transducers — Unresolved-question passage on page 18,Automata and formal languages,quarantined,Hledá konkrétní faktorizační vlastnost blízkých funkcí; obecná ekvivalence a optimální aproximace transdukcí jsou zásadnější.
TCS-6323,"Monadic Decomposability of Regular Relations (Track B: Automata, Logic, Semantics, and Theory of Programming) — Explicit open question on PDF page 1",Automata and formal languages,retained,Not selected for removal in this pass.
TCS-6326,On the Size of Good-For-Games Rabin Automata and Its Link with the Memory in Muller Games — Explicit open question on PDF page 14,Automata and formal languages,quarantined,Optimalizuje jednu složku popisu při fixované jiné složce; obecná minimalizace a determinace omega-automatů mají větší dosah.
TCS-6363,Open Problem: Meeting Times for Learning Random Automata — Explicit open question on PDF page 2,Automata and formal languages,quarantined,Zlepšuje exponenciální prohledávání jednoho modelu; hlavní polynomiální naučitelnost automatů je podstatně zásadnější hranice.
TCS-6401,The finiteness of a group generated by a 2-letter invertible-reversible Mealy automaton is decidable — Explicit open question on PDF page 1,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-6444,Deciding the weak definability of Büchi definable tree languages — Unresolved-question passage on page 12,Automata and formal languages,quarantined,"Formuluje možnou cestu důkazu jiné hlavní otázky; pro atlas má přednost samotná rozhodnutelnost parity indexu, nikoli každý navržený mezikrok."
TCS-6995,Avoid any k<n states of a synchronizing automaton within O(kn) letters.,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-7001,"Beat quadratic-time synchronizability testing over a fixed alphabet, or establish conditional barriers.",Automata and formal languages,retained,Not selected for removal in this pass.
TCS-7002,Random binary automata have reset threshold Θ(√n) with high probability.,Automata and formal languages,retained,Not selected for removal in this pass.
TCS-7003,Random binary automata have expected reset threshold Θ(√n).,Automata and formal languages,quarantined,"Ponechávám vysokopravděpodobnostní otázku TCS-7002; očekávanou hodnotu stejné rodiny nyní beru jako navazující variantu. Netvrdím, že ji samotná vysokopravděpodobnostní mez implikuje."
TCS-6571,Is rational solvability of polynomial equations decidable?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-6565,Is positivity of integer linear recurrences decidable?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-6567,Can simple stochastic games be solved in polynomial time?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-6568,Can mean-payoff games be solved in polynomial time?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-6566,Unbounded Continuous Skolem Problem,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-6569,Internal semisimplicial types in ordinary HoTT,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-6570,Scott-continuous model with exactly λβ equational theory,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-6583,Barendregt–Geuvers–Klop conjecture,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-5773,Skolem Meets Schanuel — Explicit open question on PDF page 1,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0491,Can every fixed-dimensional Tarski problem be solved with O(log² n) queries?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0619,Reachability in Low-Dimensional VASS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0632,Complexity of fixed VAS reachability,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0575,Tighten the complexity of solving random-turn games,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0637,Universal Positivity Set,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0633,Eventual non-negativity of Matrices,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0634,Is Markov reachability problem Skolem-Hard for Ergodic Markov chains?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0617,Fine Grained Complexity for VAS Boundedness,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0622,Fine-grained complexity of reachability in one-counter automata,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0628,Bounds on the length of a coverability path in VASS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0639,Reachability for bounded branching VASS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0640,Shortest runs in 3-D VASS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0869,Give a complete (resource free) characterisation of rewrite systems with polynomial derivational complexity.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0913,Is the word problem for the S -combinator decidable?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0572,Properties of the value function in weighted timed games,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0616,Complexity of Reachability in Fixed-Dimensional Continuous VASS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0620,Semilinearity of 2-BVASS backward reachability set,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0621,Bi-reachability in Petri nets with ordered data,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0623,Is the Hierarchy of Valence Systems with Open Reachability Proper?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0624,Language Equivalence between Nondeterministic and Deterministic One-Counter Machines,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0626,Reachability in Reversible Data VASS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0629,Linear loop synthesis: When d variables are not enough.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0630,Reachability problem for thin 1-GVASS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0636,Universal coverability for Orthant VAS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0638,Continuous reachability in ordered data VAS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0565,Complexity of generalised reachability games with target sets of size 2,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0566,Memory requirements of subgame perfect equilibria in reachability games,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0568,Strong subgame perfect equilibria,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0569,Games under delays and loss,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0570,Model checking LTL with team semantics,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0571,Positional Nash Equilibria,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0574,Memory requirements for generalized reachability games,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0873,Is the word problem for all proper combinators of order smaller than 3 decidable?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0874,Is there a one-rule string rewriting system that is non-terminating but also non-looping?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0875,Does every automatic group have a presentation through some finite convergent string-rewriting system? Does every automatic monoid have an automatic structure such that the set of representatives is a prefix-closed cross-section?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0876,Are the existential fragment or the positive fragment of the theory of one-step rewriting decidable?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0877,Is strong sequentiality decidable for arbitrary rewrite systems?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0878,"Is the union of two totally terminating rewrite systems, which do not share any symbols, totally terminating?","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0885,Is any “strongly” non-overlapping right-linear term-rewriting system confluent?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0886,Is confluence of ordered rewriting decidable when the (existential fragment of the) ordering is?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0890,What sufficient conditions make confluence of general (hyper-)graph rewriting decidable?,"Semantics, logic and verification",quarantined,Hledá další postačující podmínky bez určené hlavní třídy; konkrétní rozhodnutelnost konfluence je vhodnější jednotka výběru.
TCS-0894,For which equational theories is ground reducibility of extended rewriting decidable?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0895,Give decidable criteria for left-linear rewriting systems to be Church-Rosser.,"Semantics, logic and verification",quarantined,"Nežádá úplnou charakterizaci ani konkrétní kritérium, takže záznam může pokrývat neomezené množství navazujících výsledků."
TCS-0896,"Has any full, finitely-generated and Church-Rosser term-rewriting system (or system with bound variables) a recursive, one-step, normalizing reduction strategy?","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0900,Is left-sequentiality a decidable property of orthogonal systems?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0901,Is termination of one linear rule decidable?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0902,Is the decidability of strong sequentiality for orthogonal term rewriting systems NP-complete?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0904,Is there a decidable uniform word problem for which there is no variant on the rewriting theme that can decide it—without adding new symbols?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0905,Is there a finite term-rewriting system of some kind for free lattices?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0567,Permissive strategies for reachability games,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0573,Speed of victory in adversarial population games,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0615,Complexity of Maximising reachability for target sets of size 1,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0618,Normal-closure-equivalence of RAAG- and counter-automata,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0625,Membership of a coverability VASS in FO2,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0627,$o(n^2)$-time algorithm for coverability in 1-VASS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0631,The time-complexity of coverability in unary 1-VASS,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0641,Variants of one-counter systems universality,"Semantics, logic and verification",quarantined,"Záznam zastřešuje neurčené varianty, místo aby vybral jednu hranici modelu; konkrétní univerzalitní a ekvivalenční otázky již atlas obsahuje."
TCS-0870,Equational axiomatization of graph operations,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0871,Are universality and inclusion of AC-recognizable languages decidable?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0881,Does there exist a semigroup theory for which there is a reduced canonical term-rewriting system that is not length decreasing?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0883,"In combinatory logic, is there a uniform universal generator ?","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0888,What are sufficient condition for the modularity of confluence?,"Semantics, logic and verification",quarantined,Libovolné nové postačující podmínky nemají jedno kritérium úplného řešení; jde o široký program dílčích vět.
TCS-0891,Can completion always be made terminating when limiting the depth of occurrences of critical pairs?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0899,"Is it true for non-orthogonal systems that decreasing redexes implies termination? If not, can some decent subclasses be delineated for which the implication does hold?","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0907,Under what conditions does confluence of a normal semi-equational conditional term rewriting system imply confluence of the associated oriented system?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-0908,What are the complexities of various term ordering decision problems?,"Semantics, logic and verification",quarantined,Souhrn několika neurčených rozhodovacích úloh není jeden samostatný zásadní problém.
TCS-0911,Which ordinals correspond to reduction graphs in the λ-calculus?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1092,MDP total-variation distance exactly one,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1167,Is the existence of a fully universal representation for a given finite relation algebra effectively decidable?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1201,Is it possible to classify the computational complexity of the model-checking problem for all quantifier-free formulas of dependence logic D?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1204,"Also, whether extending the decidable case of Theorem 20 to two clocks preserves decidability remains open too.","Semantics, logic and verification",quarantined,Rozšiřuje konkrétní rozhodnutelný případ o jednu hodinu; hlavní timed-network a parametric-verification bariéry mají přednost.
TCS-1227,Determining the precise complexity of inhabitation in the setting of system R remains an open and challenging problem.,"Semantics, logic and verification",quarantined,Přesná složitost jednoho bounded-parallel intersection systému je specializovanější než hlavní typová inhabitační a normalizační otázka.
TCS-1331,"Similarly, in a proof-irrelevant setting, CB yields Kripke’s schema, and adding functional extensionality yields LEM, but we do not know whether CB yields LEM without […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1420,Let us conclude by restating the main open problem: is Cantor-Łukasiewicz set theory Łset consistent?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1487,"However, as the authors of [38, p.21] state: “[...]we do not know if canonocity holds for the standard conversion [...] because this result amounts to […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1497,"Finally, we recall that we do not know if the games studied in this paper are determined, namely if one of the players has always […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1519,We conjecture that the exponential of our web models is always Lafont (see,"Semantics, logic and verification",quarantined,Zkoumá jednu kategoriální vlastnost konstrukce konkrétního modelu lineární logiky; obecná úplnost a výpočetní interpretace jsou zásadnější.
TCS-1574,"We leave it open whether VL(A) is computable for every fixed A, i.e., in the setting where only the observation is the input.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1581,What is the degree of undecidability of the MSO[otpα ]-theory of α?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1585,"We leave open the decidability and complexity of the equational theory w.r.t. languages for KA{1,∩} (cf.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1597,"However we leave open a complete answer for filter models which are neither lazy, set-like nor →-sound.","Semantics, logic and verification",quarantined,Zbývající kombinace modelových vlastností doplňují lokální klasifikaci; hlavní otázku modelové úplnosti lambda kalkulu ponechávám.
TCS-1613,"Finally, tackling the question of completeness without the uniqueness axiom which remains open for GKAT, ProbGKAT, and now wGKAT.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1649,The decidability status of the reachability problem for d-BVASS remains open in arbitrary dimension.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1656,"Yet, we do not know if there are polynomial time algorithms that decide explicitly given McNaughton games.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1659,"The decidability remains open for general semigroups – that is, when there are states with non-unique tight actions.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1682,We conjecture that the inhabitation problem ⊢Q∩ ? :d A should be decidable.,"Semantics, logic and verification",quarantined,Jde o rozhodnutelnost nově zvoleného fuzzy typového formalismu; standardní typové systémy a jejich hlavní bariéry mají přednost.
TCS-1683,"It is an open problem to characterize all perfect operator categories that have all pullbacks, or whose class of monomorphisms is stable under pullbacks.","Semantics, logic and verification",quarantined,"Klasifikace pomocných kategorií podle stability monomorfismů a pullbacků je technický konstrukční problém, ne hlavní sémantická bariéra."
TCS-1700,We also leave as an open problem the question whether every finitary endofunctor on Met preserving nonempty intersections (but not necessarily isometric embeddings) has a […],"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1701,"Additionally, for the behavioural equivalences between ready simulation and failures, in the case of |A| = ∞, it is unknown whether finite, sound and ground-complete […]","Semantics, logic and verification",quarantined,Souběh konkrétního úseku behaviorální hierarchie a nekonečné abecedy je úzké rozšíření konečné axiomatizace.
TCS-1794,Is there an operational characterization of the λ-theory induced by E?,"Semantics, logic and verification",quarantined,Hledá operacionalizaci teorie indukované konkrétním modelem E; obecná korespondence operační a denotační sémantiky má větší dosah.
TCS-1796,"Given a FIP strategy, can it be implemented by processes that exchange only bounded-length messages ?","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1880,"As a direction for future work, we conjecture that the problem of deciding whether the language defined by an LTLf formula is a liveness language […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-1993,"It remains an open question whether FO[<,E] is subsumed by simple GHyperLTLS+C .","Semantics, logic and verification",quarantined,Jedno zahrnutí mezi specifickými hyperlogickými fragmenty je dílčí expresivní otázka.
TCS-2033,Even if it is correct the complexity of the problem for 1-GVAS remains open.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2082,"On the other hand, it remains an open problem to determine what would happen for a larger realizability algebra (equipotent with the large cardinal considered […]","Semantics, logic and verification",quarantined,Otázka „co se stane“ po zvětšení algebry neurčuje konkrétní konzistenční nebo interpretační tvrzení; jde o výzkumný směr.
TCS-2174,"Are polynomial orders or KBOs without unary function symbol of weight zero sufficient, or are more powerful approaches for showing termination needed?","Semantics, logic and verification",quarantined,Volí mezi důkazovými technikami pro konkrétní analýzu; samotná složitost term-reachability je významnější než úspěch vybraného uspořádání.
TCS-2281,"We restate the open question of [59]: Given a local FO formula φ(x), i.e., a formula where φ(x) depends on a fixed-radius neighborhood of vertex […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2293,"Does there exist an upper bound N such that if a non-trivial linear loop satisfying P = 0 exists, then there exists a non-trivial linear […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2320,Are all strongly finitary endofunctors on Met closed under composition?,"Semantics, logic and verification",quarantined,"Uzávěr jedné technické funktorové třídy je stavební lemma pro sémantický formalismus, s užším dosahem než hlavní modelové otázky."
TCS-2321,Does every Vietoris polynomial functor on Top have a terminal coalgebra?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2375,"Therefore it remains open whether the language k-HDness problem is decidable, which ask whether there is an equivalent k-HDVASS for the given language.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2436,"19) – for example, is the k-atomic-predicate-occurrence fragment of the m-variable fragment of first-order logic with equality decidable?","Semantics, logic and verification",quarantined,Kombinuje několik syntaktických omezení v jedné rozhodnutelnostní variantě; hlavní fragmenty logiky mají přednost.
TCS-2443,Are there any gadgets for which finding a winning strategy is provably easier?,"Semantics, logic and verification",quarantined,Hledá nějaké jednodušší gadgety bez určení významné rodiny; nejde o jednu konkrétní herní bariéru.
TCS-2498,"We leave open two natural questions: (i) What is the complexity of regular separability for Büchi d-VASS, for each d ≥ 2? (ii) What is […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2512,"While there is an explicit construction of the downclosure of these languages [53, 30, 20], a precise complexity bound for the construction remains open.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2581,Can we define a class of wpos where friendly order type always coincides with mot?,"Semantics, logic and verification",quarantined,"Existence vhodné třídy bez požadavku na její rozsah je otevřené hledání příkladů, nikoli vymezená hlavní charakterizace."
TCS-2604,"We leave it as an open problem to either improve upon the upper bound O(nd+1 ) given by the trivial algorithm, or to raise our […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2641,"Can the height of the tower in our case can be made pw + O(1), or is FO model checking on bounded pathwidth truly harder […]","Semantics, logic and verification",quarantined,Zpřesnění výšky věže na parametr plus konstantu je jemnější cíl než základní parametrizovaná traktabilita model checkingu.
TCS-2682,"We have shown PSPACE-completeness for b = 1, and we conjecture that the problem is already EXPSPACE-complete for all b ≥ 2.","Semantics, logic and verification",quarantined,Doplňuje hranici jednoho invariantového formalismu po nejmenším parametru; obecné otázky efektivního ověřování mají větší dosah.
TCS-2716,"We leave the complexity of Rewr(CCQ, ACQ, ACQ) as an open problem.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2777,"We note that while similar considerations can be used in order to decide whether Player 2 (∞, m2 )-wins a given BBEG, for m2 ∈ […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2815,"The use of finite-horizon objectives simplifies the analysis (note that the existence of infinite-horizon NE for CSGs is an open problem [7], and the verification […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2824,"We conjecture that if c(A1 , . . . , An ) is a formula defined in terms of the standard connectives, and we derive […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2839,"This raises the question: what is the dynamic d-logic of Euclidean spaces in general, and of the plane in particular?","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2854,The last problem that we deliberately leave open concerns the notion of generalized circuits used in this paper.,"Semantics, logic and verification",quarantined,"Uložená věta pouze oznamuje, že zbývá problém o zobecněných obvodech; vlastní otázku neformuluje."
TCS-2855,"The extension of these results, notably normalization and consistency, to the entirety of theory U is still an open question.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2866,"If not, is there an fpt algorithm which computes such a colouring for every r?","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2937,It also raises the question of the equivalence with TPTL: would it be possible to find an equivalent collection of chronicles for a TPTL formula?,"Semantics, logic and verification",quarantined,Překlad do jedné konkrétní událostní reprezentace je užší než obecná rozhodnutelnost a expresivita časových logik.
TCS-2943,Whether our new upper bounds are tight remains an open problem: neither our coNP- hardness result for the reachability synthesis problem nor the PSPACE and […],"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-2985,"What is the complexity of the model checking problem for ordered logics, if we use list encoding to encode our structures?","Semantics, logic and verification",quarantined,Změna vstupního kódování v konkrétním logickém modelu je technická varianta složitosti.
TCS-3022,"We leave it as an open problem, whether or not signals and conditions add to the expressive power of BCP.","Semantics, logic and verification",quarantined,Přidání dvou syntaktických mechanismů do jednoho procesového kalkulu je lokální expresivní rozšíření.
TCS-3030,"However, the complexity of UBA universality is an open problem [30]; only membership in PSPACE is known.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3031,We conjecture that Coq’s restriction preventing large elimination principles for non-sub-singleton propositions makes LEM and CT consistent in Coq.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3040,"Also, type-preserving CPS translation of effect handlers is an open problem in the community [23].","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3149,"We conjecture that this is not the case, and that entailment is undecidable for progressing, connected and non-e-restricted sets.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3200,What is the complexity of model checking for TeamLTL (with the disjunction ∨ but without additional atoms and connectives)?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3247,Is it possible to show a logΩ(k) n query lower bound for the problem?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3319,"4.3 Discounted sum measure For DSum-transducer, we conjecture that RobT (ν, L) is in general non-regular.","Semantics, logic and verification",quarantined,Hledá protipříklad regularity v jedné metrice a typu transduktoru; obecná robustní verifikace má větší dosah.
TCS-3325,"For regular functions, we conjecture that 2DFT characterise the computable ones, but we have not been able to show it yet.","Semantics, logic and verification",retained,Not selected for removal in this pass.
