id,title,category,decision,basis,concurrent_addition
TCS-3773,Can the factor |δ|2 (which may be quartic in |Q|) be avoided?,Automata and formal languages,quarantine,followup,False
TCS-3801,"Can the long-standing Ω(n log n) lower bound [20] be improved, for example by a combination of the full-automata technique of Yan [23] and the […]",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3840,What is a universal property for the canonical Wasserstein lifting?,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3842,The question of a logic expressively equivalent to full 1-ATA remains open.,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3847,We do not know if Ra is h-periodic so we do not use Query 1.,Automata and formal languages,quarantine,fragment,False
TCS-3856,We conjecture that the bounded MSO resynchronizers defined here strictly capture the rational resynchronizers introduced in [15].,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3863,Decidability of the containment problem when both automata are allowed to be finitely ambiguous remains open.,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3865,The question about exponential separation in the case of a general alphabet remains open.,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-3882,"We state that the first problem remains PSPACE-complete for all k ≥ 2, although the problem remains open for strongly connected automata.",Automata and formal languages,quarantine,followup,False
TCS-3887,It is still an open question to find a more combinatorial argument to the equivalence between the two models.,Automata and formal languages,quarantine,followup,False
TCS-3924,"For example, it is still an open question whether two robots, which are activated in an arbitrary order, are more powerful than a single robot […]",Automata and formal languages,quarantine,specialized,False
TCS-3952,"We currently do not know if the width problem is complete for PSPACE or EXPTIME, and we leave this problem open.",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4006,Are there deterministic context-free languages where the optimal space bound (for the variable-size or the fixed-size model) is in o(n) ∩ ω((log n)2 )?,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4071,"Can the more advanced results for DREG be adapted to DRX, i. e., can M(α) be computed more efficiently (as in [8, 34]), or is […]",Automata and formal languages,quarantine,followup,False
TCS-4153,We leave open the question of whether there are some practical classes of instances and of queries for which such a deterministic tree automaton can […],Automata and formal languages,quarantine,followup,False
TCS-4168,"We do not know whether there exist quasi-polynomial time algorithms for every k > 2, and leave this as an open problem.",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4240,"We conjecture that no change to the automaton model is necessary to accommodate this generalization, just like Struth and Laurence suspect that the downward-closed semantics […]",Automata and formal languages,quarantine,followup,False
TCS-4241,"These automata impose a strong notion of bracketing (opening and closing τ -transitions must match exactly), which we do not know how to handle when […]",Automata and formal languages,quarantine,fragment,False
TCS-4250,We conjecture that our approach can also be extended to the two-way case and that deterministic two-way transducers can be made reversible using only a […],Automata and formal languages,quarantine,followup,False
TCS-4251,"Beyond these two points, we do not know how to show decidability for Gnil (which is the join of the Gp ), and the surprising […]",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4253,The closest work to our knowledge is the work of Lombardy and Sakarovitch [12] which studies the sequentialisability of weighted automata; in the framework of […],Automata and formal languages,quarantine,fragment,False
TCS-4319,Can you avoid abelian squares of the form uv where |u| ≥ 2 over three letters ?,Automata and formal languages,quarantine,specialized,False
TCS-4322,We do not know how to obtain similar expressions for other border lengths.,Automata and formal languages,quarantine,followup,False
TCS-4323,We do not know whether for each unambiguous copyless CRA there is an equivalent deterministic copyless CRA.,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4345,"Since the decision procedure uses the existence of a unique minimal DFA for each regular language, the methods cannot be adapted directly, and it is […]",Automata and formal languages,quarantine,fragment,False
TCS-4368,We leave open the question whether this intermediate logic admits a translation to zero automata.,Automata and formal languages,quarantine,followup,False
TCS-4406,"For instance, can one derive the characteristic equations of Bojańczyk et al. [6] for piecewise-testable tree languages from Lemma 12?",Automata and formal languages,quarantine,followup,False
TCS-4471,It is an open question if the automata are closed on intersection.,Automata and formal languages,quarantine,fragment,False
TCS-4472,"We conjecture that MP is not contained in WMSO[⊕x ⊙1x ], such a result would complete the diagram.",Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-4491,"Without the assumption that CA(n) = CA2 (n), it is still unknown whether CA(n) is closed under concatenation.",Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-4503,"It thus remains open to show whether one can decide, given any automaton B and any ordinal 0 < α < ϕ2 (0), whether B […]",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4512,It remains an open problem to develop a genuinely abstract framework for our theory.,Automata and formal languages,quarantine,followup,False
TCS-4516,We conjecture that this is the case and that a similar characterization based on decompositions of runs into floors and ramps can be obtained.,Automata and formal languages,quarantine,fragment,False
TCS-4532,"For example, are J -trivial transducers equivalent to BΣ1 transductions ?",Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-4558,We have lifted this notion to a relation on computations in PHDA and seen that it is strictly weaker than history-preserving bisimilarity but not weaker […],Automata and formal languages,quarantine,fragment,False
TCS-4575,"The problem is related to the universality problem for discount sum automata [2], a well-known problem for which decidability remains open [1].",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4594,Can nondeterministic or universal counter automata count to n with o( n) states?,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4613,"We conjecture that jumping µ automata capture ; Lµ , but the other direction deserves further investigations.",Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-4646,"For example, can we simulate higher order pushdown automata by means of our tape automaton?",Automata and formal languages,quarantine,followup,False
TCS-4654,Though it is still unknown whether there exists an implementation whose average complexity is Θ(n).,Automata and formal languages,quarantine,fragment,False
TCS-4659,"Notice that it is still unknown whether the determinacy of Wadge games W (L(A), L(B)), where A and B are Muller tree automata (reading infinite […]",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4668,"To our knowledge the decidability of LO1,0 and the variant of LOk,k0 for which we require (r, β) = (q, α) remain open when k […]",Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-4673,The following question remains open: is there a language recognized by a collapsible deterministic higher order pushdown automaton which is not recognized by any deterministic […],Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4677,"Therefore, one can ask: is it decidable if an orbit finite automaton recognizes a language that can be defined in first-order logic?",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4685,The question of a characterization for weak cost automata over infinite trees remains open (it would likely involve some further restrictions on the actions of […],Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5164,All Growth Rates of Abelian Exponents Are Attained by Infinite Binary Words — Explicit open question on PDF page 2,Automata and formal languages,quarantine,specialized,False
TCS-5506,Membership and Conjugacy in Inverse Semigroups — Question 35,Automata and formal languages,quarantine,specialized,False
TCS-5640,MIDTERM Is a Deterministic Technique to Exit Recursive Mazes — Explicit open question on PDF page 4,Automata and formal languages,quarantine,fragment,False
TCS-5651,Word Automata with Limited Nondeterminism (Invited Talk) — Unresolved-question passage on page 16,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5653,Algebraic Characterization of FO-Definable Languages of Higher-Dimensional Automata — Unresolved-question passage on page 17,Automata and formal languages,quarantine,followup,False
TCS-5701,Complexity of Boolean Automata Networks Under Block-Parallel Update Modes — Conjecture 16,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-5738,Separating Automatic Relations — Conjecture 7.1,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5739,On Rational Recursive Sequences — Explicit open question on PDF page 3,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5740,Priority Downward Closures — Explicit open question on PDF page 15,Automata and formal languages,quarantine,followup,False
TCS-5776,On the Minimisation of Transition-Based Rabin Automata and the Chromatic Memory Requirements of Muller Conditions — Unresolved-question passage on page 16,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5804,Population Protocols over Ordered Agents — Unresolved-question passage on page 18,Automata and formal languages,quarantine,fragment,False
TCS-5806,Algebraic Characterizations of Classes of Regular Languages in DynFO — Unresolved-question passage on page 18,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-5807,Tilt Automata: Gathering Particles with Uniform External Control — Unresolved-question passage on page 14,Automata and formal languages,quarantine,followup,False
TCS-5818,Lower Bounds on Avoiding Thresholds — Conjecture 15,Automata and formal languages,quarantine,specialized,False
TCS-5825,Dynamic Membership for Regular Languages — Conjecture 2.3,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5827,Decomposition of Automata Recognizing Ideals — Unresolved-question passage on page 17,Automata and formal languages,quarantine,followup,False
TCS-5837,Dynamic Data Structures for Timed Automata Acceptance — Explicit open question on PDF page 9,Automata and formal languages,quarantine,followup,False
TCS-5857,Some Remarks on Deciding Equivalence for Graph-To-Graph Transducers — Explicit open question on PDF page 7,Automata and formal languages,quarantine,fragment,False
TCS-5861,Universality Problem for Unambiguous VASS — Explicit open question on PDF page 4,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5862,A Formal Language Perspective on Factorized Representations — Unresolved-question passage on page 16,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-5863,Resolving Nondeterminism with Randomness — Unresolved-question passage on page 16,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5864,Weakly-Unambiguous Parikh Automata and Their Link to Holonomic Series — Explicit open question on PDF page 7,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-5902,Approximate Learning of Limit-Average Automata — Explicit open question on PDF page 3,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5904,Safety and Liveness of Quantitative Automata — Explicit open question on PDF page 7,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5921,On Reachability Problems for Low-Dimensional Matrix Semigroups — Explicit open question on PDF page 2,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5954,Parikh One-Counter Automata — Unresolved-question passage on page 14,Automata and formal languages,quarantine,followup,False
TCS-5959,What Can Oracles Teach Us About the Ultimate Fate of Life? — Explicit open question on PDF page 5,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-5995,On the Control of Asynchronous Automata — Explicit open question on PDF page 7,Automata and formal languages,quarantine,fragment,False
TCS-5997,Asynchronous Distributed Automata: A Characterization of the Modal Mu-Fragment — Explicit open question on PDF page 7,Automata and formal languages,quarantine,followup,False
TCS-6026,Automatic Equivalence Structures of Polynomial Growth — Explicit open question on PDF page 2,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6028,Which Categories Are Varieties? ((Co)algebraic pearls) — Unresolved-question passage on page 14,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-6029,The Complexity of Downward Closure Comparisons — Explicit open question on PDF page 10,Automata and formal languages,quarantine,followup,False
TCS-6047,An omega-Algebra for Real-Time Energy Problems — Explicit open question on PDF page 3,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-6064,Construction of mu-Limit Sets of Two-dimensional Cellular Automata — Explicit open question on PDF page 1,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6083,"Counting Answers to Existential Questions (Track B: Automata, Logic, Semantics, and Theory of Programming) — Unresolved-question passage on page 13",Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-6085,The Many Facets of String Transducers (Invited Talk) — Unresolved-question passage on page 17,Automata and formal languages,quarantine,followup,False
TCS-6158,"Probabilistic cellular automata, invariant measures, and perfect sampling — Explicit open question on PDF page 5",Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-6177,The Equivalence Problem of E-Pattern Languages with Length Constraints Is Undecidable — Unresolved-question passage on page 15,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6185,Reversible Pebble Transducers — Explicit open question on PDF page 2,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6190,Positive and Monotone Fragments of FO and LTL — Explicit open question on PDF page 3,Automata and formal languages,quarantine,followup,False
TCS-6230,Universal Quantification Makes Automatic Structures Hard to Decide — Explicit open question on PDF page 2,Automata and formal languages,quarantine,followup,False
TCS-6257,Regular Grammars as Effective Representations of Recognizable Sets of Series-Parallel Graphs — Explicit open question on PDF page 3,Automata and formal languages,quarantine,followup,False
TCS-6268,A Unifying Framework for Deciding Synchronizability — Explicit open question on PDF page 2,Automata and formal languages,quarantine,followup,False
TCS-6271,Two-Way One-Counter Nets Revisited — Unresolved-question passage on page 15,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-6313,Edit Distance of Finite State Transducers — Unresolved-question passage on page 18,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-6316,Function Spaces for Orbit-Finite Sets — Explicit open question on PDF page 5,Automata and formal languages,quarantine,followup,False
TCS-6317,"Approximations of Isomorphism and Logics with Linear-Algebraic Operators (Track B: Automata, Logic, Semantics, and Theory of Programming) — Explicit open question on PDF page 7",Automata and formal languages,quarantine,followup,False
TCS-6323,"Monadic Decomposability of Regular Relations (Track B: Automata, Logic, Semantics, and Theory of Programming) — Explicit open question on PDF page 1",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6326,On the Size of Good-For-Games Rabin Automata and Its Link with the Memory in Muller Games — Explicit open question on PDF page 14,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-6340,Small Hazard-Free Transducers — Explicit open question on PDF page 7,Automata and formal languages,quarantine,fragment,False
TCS-6345,Synchronizability of Communicating Finite State Machines is not Decidable — Explicit open question on PDF page 2,Automata and formal languages,quarantine,fragment,False
TCS-6354,The Complexity of SORE-definability Problems — Explicit open question on PDF page 1,Automata and formal languages,quarantine,fragment,False
TCS-6357,Nominal Büchi Automata with Name Allocation — Explicit open question on PDF page 12,Automata and formal languages,quarantine,followup,False
TCS-6363,Open Problem: Meeting Times for Learning Random Automata — Explicit open question on PDF page 2,Automata and formal languages,retain,retain after second look: significant or uncertain boundary,False
TCS-6369,The Algebras for Automatic Relations — Unresolved-question passage on page 16,Automata and formal languages,quarantine,followup,False
TCS-6385,The Big-O Problem for Labelled Markov Chains and Weighted Automata — Unresolved-question passage on page 16,Automata and formal languages,quarantine,followup,False
TCS-6401,The finiteness of a group generated by a 2-letter invertible-reversible Mealy automaton is decidable — Explicit open question on PDF page 1,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6403,Combined Tractability of Query Evaluation via Tree Automata and Cycluits — Unresolved-question passage on page 16,Automata and formal languages,quarantine,followup,False
TCS-6411,Tightening the Complexity of Equivalence Problems for Commutative Grammars — Explicit open question on PDF page 12,Automata and formal languages,quarantine,fragment,False
TCS-6417,A speed-up of oblivious multi-head finite automata by cellular automata — Explicit open question on PDF page 1,Automata and formal languages,quarantine,followup,False
TCS-6423,Weakly Unambiguous Morphisms — Explicit open question on PDF page 1,Automata and formal languages,quarantine,followup,False
TCS-6425,What are Strategies in Delay Games? Borel Determinacy for Games with Lookahead — Unresolved-question passage on page 14,Automata and formal languages,quarantine,fragment,False
TCS-6437,The Synchronization Game on Subclasses of Automata — Unresolved-question passage on page 10,Automata and formal languages,quarantine,followup,False
TCS-6444,Deciding the weak definability of Büchi definable tree languages — Unresolved-question passage on page 12,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6993,"The state-avoiding threshold is at most 2n−2, under the source’s avoidability convention.",Automata and formal languages,quarantine,specialized,True
TCS-6994,"Find tight avoid-or-compress bounds depending on subset sizes, including strongly connected synchronizing automata.",Automata and formal languages,quarantine,followup,True
TCS-6995,Avoid any k<n states of a synchronizing automaton within O(kn) letters.,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",True
TCS-6996,Compress any specified state with another within O(n) letters in strongly connected synchronizing automata.,Automata and formal languages,quarantine,specialized,True
TCS-6997,Verify synchronization and the claimed 4n/3 compression threshold of the explicit A_k family.,Automata and formal languages,quarantine,followup,True
TCS-6998,Prove Cardoso’s stated bound for synchronizing a specified subset.,Automata and formal languages,quarantine,specialized,True
TCS-6999,Some k-state subset synchronizes within O(kn) letters.,Automata and formal languages,quarantine,specialized,True
TCS-7000,Bound words synchronizing a prescribed subset together with k additional states.,Automata and formal languages,quarantine,followup,True
TCS-7001,"Beat quadratic-time synchronizability testing over a fixed alphabet, or establish conditional barriers.",Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",True
TCS-7002,Random binary automata have reset threshold Θ(√n) with high probability.,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",True
TCS-7003,Random binary automata have expected reset threshold Θ(√n).,Automata and formal languages,retain,"retain: independent barrier, broad question or insufficient grounds to discard",True
TCS-7004,Is the Eulerian reset-threshold lower bound ⌊(n²−3)/2⌋ tight?,Automata and formal languages,quarantine,specialized,True
TCS-7005,Determine tight initial-subspace dimension bounds for iterative algebraic synchronization methods.,Automata and formal languages,quarantine,followup,True
TCS-6571,Is rational solvability of polynomial equations decidable?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6565,Decidability of Positivity for linear recurrences,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6567,Simple stochastic games in polynomial time,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6568,Mean-payoff games in polynomial time,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6566,Unbounded Continuous Skolem Problem,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6569,Internal semisimplicial types in ordinary HoTT,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6570,Scott-continuous model with exactly λβ equational theory,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-6583,Barendregt–Geuvers–Klop conjecture,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5773,Skolem Meets Schanuel — Explicit open question on PDF page 1,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0491,Can every fixed-dimensional Tarski problem be solved with O(log² n) queries?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0619,Reachability in Low-Dimensional VASS,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0632,Complexity of fixed VAS reachability,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0575,Tighten the complexity of solving random-turn games,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0637,Universal Positivity Set,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0633,Eventual non-negativity of Matrices,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0634,Is Markov reachability problem Skolem-Hard for Ergodic Markov chains?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0617,Fine Grained Complexity for VAS Boundedness,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0622,Fine-grained complexity of reachability in one-counter automata,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0628,Bounds on the length of a coverability path in VASS,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0639,Reachability for bounded branching VASS,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0640,Shortest runs in 3-D VASS,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0869,Give a complete (resource free) characterisation of rewrite systems with polynomial derivational complexity.,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0913,Is the word problem for the S -combinator decidable?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0572,Properties of the value function in weighted timed games,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0616,Complexity of Reachability in Fixed-Dimensional Continuous VASS,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0620,Semilinearity of 2-BVASS backward reachability set,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0621,Bi-reachability in Petri nets with ordered data,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0623,Is the Hierarchy of Valence Systems with Open Reachability Proper?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0624,Language Equivalence between Nondeterministic and Deterministic One-Counter Machines,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0626,Reachability in Reversible Data VASS,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0629,Linear loop synthesis: When d variables are not enough.,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0630,Reachability problem for thin 1-GVASS,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0636,Universal coverability for Orthant VAS,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0638,Continuous reachability in ordered data VAS,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0565,Complexity of generalised reachability games with target sets of size 2,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0566,Memory requirements of subgame perfect equilibria in reachability games,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0568,Strong subgame perfect equilibria,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0569,Games under delays and loss,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0570,Model checking LTL with team semantics,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0571,Positional Nash Equilibria,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0574,Memory requirements for generalized reachability games,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0873,Is the word problem for all proper combinators of order smaller than 3 decidable?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0874,Is there a one-rule string rewriting system that is non-terminating but also non-looping?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0875,Does every automatic group have a presentation through some finite convergent string-rewriting system? Does every automatic monoid have an automatic structure such that the set of representatives is a prefix-closed cross-section?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0876,Are the existential fragment or the positive fragment of the theory of one-step rewriting decidable?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0877,Is strong sequentiality decidable for arbitrary rewrite systems?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0878,"Is the union of two totally terminating rewrite systems, which do not share any symbols, totally terminating?","Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0885,Is any “strongly” non-overlapping right-linear term-rewriting system confluent?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0886,Is confluence of ordered rewriting decidable when the (existential fragment of the) ordering is?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0890,What sufficient conditions make confluence of general (hyper-)graph rewriting decidable?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0894,For which equational theories is ground reducibility of extended rewriting decidable?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0895,Give decidable criteria for left-linear rewriting systems to be Church-Rosser.,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0896,"Has any full, finitely-generated and Church-Rosser term-rewriting system (or system with bound variables) a recursive, one-step, normalizing reduction strategy?","Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0900,Is left-sequentiality a decidable property of orthogonal systems?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0901,Is termination of one linear rule decidable?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0902,Is the decidability of strong sequentiality for orthogonal term rewriting systems NP-complete?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0904,Is there a decidable uniform word problem for which there is no variant on the rewriting theme that can decide it—without adding new symbols?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0905,Is there a finite term-rewriting system of some kind for free lattices?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0564,Complexity of Explorability games on temporal graphs,"Semantics, logic and verification",quarantine,specialized,False
TCS-0567,Permissive strategies for reachability games,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0573,Speed of victory in adversarial population games,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0615,Complexity of Maximising reachability for target sets of size 1,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0618,Normal-closure-equivalence of RAAG- and counter-automata,"Semantics, logic and verification",retain,retain after second look: significant or uncertain boundary,False
TCS-0625,Membership of a coverability VASS in FO2,"Semantics, logic and verification",retain,retain after second look: significant or uncertain boundary,False
TCS-0627,$o(n^2)$-time algorithm for coverability in 1-VASS,"Semantics, logic and verification",retain,retain after second look: significant or uncertain boundary,False
TCS-0631,The time-complexity of coverability in unary 1-VASS,"Semantics, logic and verification",retain,retain after second look: significant or uncertain boundary,False
TCS-0635,Paired Counter Automata,"Semantics, logic and verification",quarantine,specialized,False
TCS-0641,Variants of one-counter systems universality,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0868,Can we use the dependency pair method to prove relative termination?,"Semantics, logic and verification",quarantine,followup,False
TCS-0870,Equational axiomatization of graph operations,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0871,Are universality and inclusion of AC-recognizable languages decidable?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0872,Design new termination methods based on the gap-embedding theorems of Friedman and Kriz.,"Semantics, logic and verification",quarantine,followup,False
TCS-0879,"Is there a convergent extended rewrite system for ternary boolean algebra, in which certain equations hold?","Semantics, logic and verification",quarantine,specialized,False
TCS-0880,Are there hyper-recurrent combinators?,"Semantics, logic and verification",quarantine,specialized,False
