source_id,collection,title,url,locator,disposition,reason,atlas_ids,atlas_states,evidence,recommendation,retrieval_leads,source_status
cstheory:52968,cstheory,Exploding number of homomorphisms,https://cstheory.stackexchange.com/questions/52968/exploding-number-of-homomorphisms,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/52968/exploding-number-of-homomorphisms,,TCS-4365; TCS-0442; TCS-0964,not_certified
cstheory:46445,cstheory,Open Problems About Nowhere-Dense Classes of Graphs,https://cstheory.stackexchange.com/questions/46445/open-problems-about-nowhere-dense-classes-of-graphs,,resource_or_discussion,"Collection, status discussion or research-direction request rather than one new target; embedded candidates were screened through the answers and linked inventories.",,,https://cstheory.stackexchange.com/questions/46445/open-problems-about-nowhere-dense-classes-of-graphs,,TCS-3987; TCS-3632; TCS-1206,not_certified
cstheory:32755,cstheory,Why can't we have superlinear bounds on Boolean circuit size for an,https://cstheory.stackexchange.com/questions/32755/why-cant-we-have-superlinear-bounds-on-boolean-circuit-size-for-an-explicit-fun,,represented_target,The posted main target is represented by the named Atlas record. Preserve its active/archive disposition; this is not a fresh open-status certification.,TCS-0015,TCS-0015:active,https://cstheory.stackexchange.com/questions/32755/why-cant-we-have-superlinear-bounds-on-boolean-circuit-size-for-an-explicit-fun,,TCS-0015; TCS-6822; TCS-5422,not_certified
cstheory:8047,cstheory,Complexity of balanced graph partition problem,https://cstheory.stackexchange.com/questions/8047/complexity-of-balanced-graph-partition-problem,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/8047/complexity-of-balanced-graph-partition-problem,,TCS-0731; TCS-1048; TCS-0436,not_certified
cstheory:3333,cstheory,Contained in NP and Turing-reduction from an NP-complete problem $\Rightarrow$ NP-complete under,https://cstheory.stackexchange.com/questions/3333/contained-in-np-and-turing-reduction-from-an-np-complete-problem-rightarrow-n,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/3333/contained-in-np-and-turing-reduction-from-an-np-complete-problem-rightarrow-n,,TCS-5623; TCS-1973; TCS-2652,not_certified
cstheory:515,cstheory,Are there alternatives to using polynomials in defining the different notions of,https://cstheory.stackexchange.com/questions/515/are-there-alternatives-to-using-polynomials-in-defining-the-different-notions-of,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/515/are-there-alternatives-to-using-polynomials-in-defining-the-different-notions-of,,TCS-0424; TCS-4065; TCS-0456,not_certified
cstheory:55773,cstheory,Efficiently finding an infix of a word that is rejected by an,https://cstheory.stackexchange.com/questions/55773/efficiently-finding-an-infix-of-a-word-that-is-rejected-by-an-nfa,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/55773/efficiently-finding-an-infix-of-a-word-that-is-rejected-by-an-nfa,,TCS-3050; TCS-1685; TCS-1643,not_certified
cstheory:56955,cstheory,Is 2-Disjoint Connected Subgraphs W1-Hard or FPT when parameterized by asteroidal number?,https://cstheory.stackexchange.com/questions/56955/is-2-disjoint-connected-subgraphs-w1-hard-or-fpt-when-parameterized-by-asteroida,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/56955/is-2-disjoint-connected-subgraphs-w1-hard-or-fpt-when-parameterized-by-asteroida,,TCS-5685; TCS-3506; TCS-2246,not_certified
cstheory:54043,cstheory,Is there a 'mathematical program' to separate P from BQP?,https://cstheory.stackexchange.com/questions/54043/is-there-a-mathematical-program-to-separate-p-from-bqp,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/54043/is-there-a-mathematical-program-to-separate-p-from-bqp,,TCS-0036; TCS-0031; TCS-6979,not_certified
cstheory:32684,cstheory,Log Rank Conjecture Collaborative Approach,https://cstheory.stackexchange.com/questions/32684/log-rank-conjecture-collaborative-approach,,represented_target,The posted main target is represented by the named Atlas record. Preserve its active/archive disposition; this is not a fresh open-status certification.,TCS-6603,TCS-6603:active,https://cstheory.stackexchange.com/questions/32684/log-rank-conjecture-collaborative-approach,,TCS-6067; TCS-6603; TCS-1058,not_certified
cstheory:40062,cstheory,Noisy channel coding theorem in quantum information,https://cstheory.stackexchange.com/questions/40062/noisy-channel-coding-theorem-in-quantum-information,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/40062/noisy-channel-coding-theorem-in-quantum-information,,TCS-1950; TCS-4707; TCS-6520,not_certified
cstheory:25424,cstheory,What is the asymptotic time complexity of the number of steps of,https://cstheory.stackexchange.com/questions/25424/what-is-the-asymptotic-time-complexity-of-the-number-of-steps-of-half-or-triple,,scope_or_priority,Finite extremal design or general arithmetic-dynamics question; no additional foundational TCS admission case established for this Atlas.,,,https://cstheory.stackexchange.com/questions/25424/what-is-the-asymptotic-time-complexity-of-the-number-of-steps-of-half-or-triple,,TCS-2935; TCS-3012; TCS-0158,not_certified
cstheory:57109,cstheory,Finding the optimal way to compute $f(x) = a_0 + \dots +,https://cstheory.stackexchange.com/questions/57109/finding-the-optimal-way-to-compute-fx-a-0-dots-a-n-xn-via-repeated-m,,related_existing,"Optimal polynomial-evaluation circuits require a computation model; addition-chain length is a related special case, not a duplicate certificate.",TCS-7224,TCS-7224:active,https://cstheory.stackexchange.com/questions/57109/finding-the-optimal-way-to-compute-fx-a-0-dots-a-n-xn-via-repeated-m,,TCS-7170; TCS-7224; TCS-7174,not_certified
cstheory:51742,cstheory,Open problem on *Finite Memory Clocks* by Tom Cover,https://cstheory.stackexchange.com/questions/51742/open-problem-on-finite-memory-clocks-by-tom-cover,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/51742/open-problem-on-finite-memory-clocks-by-tom-cover,,TCS-4078; TCS-2469; TCS-5735,not_certified
cstheory:42614,cstheory,Complexity of comparing extended integer power towers,https://cstheory.stackexchange.com/questions/42614/complexity-of-comparing-extended-integer-power-towers,,defer,"Extended power-tower comparison needs precise expression encoding, sign conventions and computational assumptions before it becomes a card.",,,https://cstheory.stackexchange.com/questions/42614/complexity-of-comparing-extended-integer-power-towers,,TCS-7174; TCS-4954; TCS-0747,not_certified
cstheory:10581,cstheory,Questions about computing matrix rigidity,https://cstheory.stackexchange.com/questions/10581/questions-about-computing-matrix-rigidity,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/10581/questions-about-computing-matrix-rigidity,,TCS-5571; TCS-6647; TCS-1058,not_certified
cstheory:40313,cstheory,Open/unsolved problems in (computational) random matrix theory / matrix completion?,https://cstheory.stackexchange.com/questions/40313/open-unsolved-problems-in-computational-random-matrix-theory-matrix-completi,,resource_or_discussion,"Collection, status discussion or research-direction request rather than one new target; embedded candidates were screened through the answers and linked inventories.",,,https://cstheory.stackexchange.com/questions/40313/open-unsolved-problems-in-computational-random-matrix-theory-matrix-completi,,TCS-5310; TCS-5657; TCS-1967,not_certified
cstheory:54621,cstheory,Can a Queue with Fewer Serves outperform a Queue with More Servers?,https://cstheory.stackexchange.com/questions/54621/can-a-queue-with-fewer-serves-outperform-a-queue-with-more-servers,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/54621/can-a-queue-with-fewer-serves-outperform-a-queue-with-more-servers,,TCS-1538; TCS-0743; TCS-5126,not_certified
cstheory:41640,cstheory,"Reduction of irregular graphs, to regular graphs, while preserving hamiltonicity",https://cstheory.stackexchange.com/questions/41640/reduction-of-irregular-graphs-to-regular-graphs-while-preserving-hamiltonicity,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/41640/reduction-of-irregular-graphs-to-regular-graphs-while-preserving-hamiltonicity,,TCS-0801; TCS-0142; TCS-5923,not_certified
cstheory:38105,cstheory,What progress is being made on $NP \cap coNP$ having complete problems?,https://cstheory.stackexchange.com/questions/38105/what-progress-is-being-made-on-np-cap-conp-having-complete-problems,,defer,Completeness in NP intersect coNP is a possible foundational addition; fix the reduction and assumptions and establish current status before recommendation.,,,https://cstheory.stackexchange.com/questions/38105/what-progress-is-being-made-on-np-cap-conp-having-complete-problems,,TCS-3228; TCS-3243; TCS-4037,not_certified
cstheory:34048,cstheory,In regards to the tautologies of a polynomially-bounded propositional proof system,https://cstheory.stackexchange.com/questions/34048/in-regards-to-the-tautologies-of-a-polynomially-bounded-propositional-proof-syst,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/34048/in-regards-to-the-tautologies-of-a-polynomially-bounded-propositional-proof-syst,,TCS-6601; TCS-7162; TCS-2140,not_certified
cstheory:10739,cstheory,largest language class for which inclusion is decidable,https://cstheory.stackexchange.com/questions/10739/largest-language-class-for-which-inclusion-is-decidable,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://cstheory.stackexchange.com/questions/10739/largest-language-class-for-which-inclusion-is-decidable,,TCS-0871; TCS-1534; TCS-2375,not_certified
cstheory:10056,cstheory,What progress has been made to prove whether or not p=np?,https://cstheory.stackexchange.com/questions/10056/what-progress-has-been-made-to-prove-whether-or-not-p-np,,represented_target,The posted main target is represented by the named Atlas record. Preserve its active/archive disposition; this is not a fresh open-status certification.,TCS-0001,TCS-0001:active,https://cstheory.stackexchange.com/questions/10056/what-progress-has-been-made-to-prove-whether-or-not-p-np,,TCS-4037; TCS-3167; TCS-3784,not_certified
cstheory:55444,cstheory,"How can we design brief, unambiguous, high-level questions that reliably stump advanced",https://cstheory.stackexchange.com/questions/55444/how-can-we-design-brief-unambiguous-high-level-questions-that-reliably-stump-a,,resource_or_discussion,"Collection, status discussion or research-direction request rather than one new target; embedded candidates were screened through the answers and linked inventories.",,,https://cstheory.stackexchange.com/questions/55444/how-can-we-design-brief-unambiguous-high-level-questions-that-reliably-stump-a,,TCS-0485; TCS-0156; TCS-0137,not_certified
cstheory:887,cstheory,At last P != NP or not,https://cstheory.stackexchange.com/questions/887/at-last-p-np-or-not,,resource_or_discussion,Discussion of claimed P versus NP solutions; no separately motivated new open target.,,,https://cstheory.stackexchange.com/questions/887/at-last-p-np-or-not,,TCS-4403; TCS-3118; TCS-3718,not_certified
cstheory:54250,cstheory,Can you find a counterexample / disprove my P=NP solution?,https://cstheory.stackexchange.com/questions/54250/can-you-find-a-counterexample-disprove-my-p-np-solution,,resource_or_discussion,Discussion of claimed P versus NP solutions; no separately motivated new open target.,,,https://cstheory.stackexchange.com/questions/54250/can-you-find-a-counterexample-disprove-my-p-np-solution,,TCS-1967; TCS-5581; TCS-3864,not_certified
automata:25.29,automata,25.29 Left quotient operator on regular expressions,https://automata.exchange/25.29-left-quotient-operator-on-regular-expressions/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0099,TCS-0099:archived,https://automata.exchange/25.29-left-quotient-operator-on-regular-expressions/,,TCS-0099; TCS-6148; TCS-5389,not_certified
automata:25.28,automata,25.28 A Streaming Machine Model for Polyregular Functions,https://automata.exchange/25.28-a-streaming-machine-model-for-polyregular-functions/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0089,TCS-0089:active,https://automata.exchange/25.28-a-streaming-machine-model-for-polyregular-functions/,,TCS-0089; TCS-0967; TCS-0962,not_certified
automata:25.27,automata,25.27 Increasing-unbounded Simple Components,https://automata.exchange/25.27-increasing-unbounded-simple-components/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0098,TCS-0098:archived,https://automata.exchange/25.27-increasing-unbounded-simple-components/,,TCS-0098; TCS-3900; TCS-0751,not_certified
automata:25.26,automata,25.26 Memory requirements of subgame perfect equilibria in reachability games,https://automata.exchange/25.26-memory-requirements-of-subgame-perfect-equilibria-in-reachability-games/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0566,TCS-0566:active,https://automata.exchange/25.26-memory-requirements-of-subgame-perfect-equilibria-in-reachability-games/,,TCS-0566; TCS-0574; TCS-0568,not_certified
automata:25.25,automata,25.25 Do probabilities matter for resolving nondeterminism?,https://automata.exchange/25.25-do-probabilities-matter-for-resolving-nondeterminism-/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0094,TCS-0094:active,https://automata.exchange/25.25-do-probabilities-matter-for-resolving-nondeterminism-/,,TCS-0094; TCS-5863; TCS-0138,not_certified
automata:25.24,automata,25.24 Classes of languages with objective-independent memory,https://automata.exchange/25.24-classes-of-languages-with-objective-independent-memory/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0090,TCS-0090:active,https://automata.exchange/25.24-classes-of-languages-with-objective-independent-memory/,,TCS-0090; TCS-1545; TCS-0129,not_certified
automata:25.23,automata,25.23 Complexity of deciding conjugacy of rational relations,https://automata.exchange/25.23-complexity-of-deciding-conjugacy-of-rational-relations/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0093,TCS-0093:active,https://automata.exchange/25.23-complexity-of-deciding-conjugacy-of-rational-relations/,,TCS-0093; TCS-6642; TCS-6985,not_certified
automata:25.22,automata,25.22 Fine-grained complexity of omega-automata inclusion,https://automata.exchange/25.22-fine-grained-complexity-of-omega-automata-inclusion/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0097,TCS-0097:active,https://automata.exchange/25.22-fine-grained-complexity-of-omega-automata-inclusion/,,TCS-0097; TCS-0622; TCS-0761,not_certified
automata:25.21,automata,25.21 Simulation decidability in Gap-order Constraint Systems,https://automata.exchange/25.21-simulation-decidability-in-gap-order-constraint-systems/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0104,TCS-0104:active,https://automata.exchange/25.21-simulation-decidability-in-gap-order-constraint-systems/,,TCS-0104; TCS-0493; TCS-1595,not_certified
automata:25.20,automata,25.20 On an equivalence between finitely many tokens and one invisible token,https://automata.exchange/25.20-on-an-equivalence-between-finitely-many-tokens-and-one-invisible-token/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0102,TCS-0102:active,https://automata.exchange/25.20-on-an-equivalence-between-finitely-many-tokens-and-one-invisible-token/,,TCS-0102; TCS-6000; TCS-6393,not_certified
automata:25.19,automata,25.19 Complete techniques for deducing Fair Almost-Sure Termination,https://automata.exchange/25.19-complete-techniques-for-deducing-fair-almost-sure-termination/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0092,TCS-0092:active,https://automata.exchange/25.19-complete-techniques-for-deducing-fair-almost-sure-termination/,,TCS-0092; TCS-3187; TCS-3699,not_certified
automata:25.18,automata,25.18 Lower-bound for the decision of guidability,https://automata.exchange/25.18-lower-bound-for-the-decision-of-guidability/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0101,TCS-0101:active,https://automata.exchange/25.18-lower-bound-for-the-decision-of-guidability/,,TCS-0101; TCS-0853; TCS-6740,not_certified
automata:25.17,automata,25.17 Tree automata with constraints on infinite trees,https://automata.exchange/25.17-tree-automata-with-constraints-on-infinite-trees/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0105,TCS-0105:active,https://automata.exchange/25.17-tree-automata-with-constraints-on-infinite-trees/,,TCS-0105; TCS-6092; TCS-6016,not_certified
automata:25.16,automata,25.16 Normal-closure-equivalence of RAAG- and counter-automata,https://automata.exchange/25.16-normal-closure-equivalence-of-raag--and-counter-automata/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0618,TCS-0618:active,https://automata.exchange/25.16-normal-closure-equivalence-of-raag--and-counter-automata/,,TCS-0618; TCS-0635; TCS-0139,not_certified
automata:25.15,automata,25.15 Complexity of Maximising reachability for target sets of size 1,https://automata.exchange/25.15-complexity-of-maximising-reachability-for-target-sets-of-size-1/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0615,TCS-0615:active,https://automata.exchange/25.15-complexity-of-maximising-reachability-for-target-sets-of-size-1/,,TCS-0615; TCS-0565; TCS-0632,not_certified
automata:25.14,automata,25.14 Complexity of Explorability games on temporal graphs,https://automata.exchange/25.14-complexity-of-explorability-games-on-temporal-graphs/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0564,TCS-0564:archived,https://automata.exchange/25.14-complexity-of-explorability-games-on-temporal-graphs/,,TCS-0564; TCS-1153; TCS-5460,not_certified
automata:25.13,automata,25.13 Learning 1-DTA,https://automata.exchange/25.13-learning-1-dta/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0667,TCS-0667:archived,https://automata.exchange/25.13-learning-1-dta/,,TCS-0667; TCS-0676; TCS-0716,not_certified
automata:25.12,automata,25.12 Complexity of Reachability in Fixed-Dimensional Continuous VASS,https://automata.exchange/25.12-complexity-of-reachability-in-fixed-dimensional-continuous-vass/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0616,TCS-0616:active,https://automata.exchange/25.12-complexity-of-reachability-in-fixed-dimensional-continuous-vass/,,TCS-0616; TCS-0619; TCS-0638,not_certified
automata:25.11,automata,25.11 Logical Characterisation of Deterministic Büchi Register Automata,https://automata.exchange/25.11-logical-characterisation-of-deterministic-buchi-register-automata/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0100,TCS-0100:active,https://automata.exchange/25.11-logical-characterisation-of-deterministic-buchi-register-automata/,,TCS-0100; TCS-2359; TCS-0136,not_certified
automata:25.10,automata,25.10 Fine Grained Complexity for VAS Boundedness,https://automata.exchange/25.10-fine-grained-complexity-for-vas-boundedness/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0617,TCS-0617:active,https://automata.exchange/25.10-fine-grained-complexity-for-vas-boundedness/,,TCS-0617; TCS-0761; TCS-0558,not_certified
automata:25.9,automata,25.9 Reachability in Low-Dimensional VASS,https://automata.exchange/25.9-reachability-in-low-dimensional-vass/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0619,TCS-0619:active,https://automata.exchange/25.9-reachability-in-low-dimensional-vass/,,TCS-0619; TCS-5921; TCS-0616,not_certified
automata:25.8,automata,25.8 Semilinearity of 2-BVASS backward reachability set,https://automata.exchange/25.8-semilinearity-of-2-bvass-backward-reachability-set/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0620,TCS-0620:active,https://automata.exchange/25.8-semilinearity-of-2-bvass-backward-reachability-set/,,TCS-0620; TCS-1649; TCS-0639,not_certified
automata:25.7,automata,25.7 Strong subgame perfect equilibria,https://automata.exchange/25.7-strong-subgame-perfect-equilibria/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0568,TCS-0568:active,https://automata.exchange/25.7-strong-subgame-perfect-equilibria/,,TCS-0568; TCS-0566; TCS-0571,not_certified
automata:25.6,automata,25.6 Fine-grained complexity of language emptiness for deterministic PDA,https://automata.exchange/25.6-fine-grained-complexity-of-language-emptiness-for-deterministic-pda/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0096,TCS-0096:active,https://automata.exchange/25.6-fine-grained-complexity-of-language-emptiness-for-deterministic-pda/,,TCS-0096; TCS-0761; TCS-0558,not_certified
automata:25.5,automata,25.5 Commutative polynomial automata series,https://automata.exchange/25.5-commutative-polynomial-automata-series/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0091,TCS-0091:active,https://automata.exchange/25.5-commutative-polynomial-automata-series/,,TCS-0091; TCS-0103; TCS-3756,not_certified
automata:25.4,automata,25.4 Efficient LRS evaluation,https://automata.exchange/25.4-efficient-lrs-evaluation/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0095,TCS-0095:active,https://automata.exchange/25.4-efficient-lrs-evaluation/,,TCS-0095; TCS-0499; TCS-1643,not_certified
automata:25.3,automata,25.3 Relative degree for rational series,https://automata.exchange/25.3-relative-degree-for-rational-series/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0103,TCS-0103:archived,https://automata.exchange/25.3-relative-degree-for-rational-series/,,TCS-0103; TCS-0091; TCS-0093,not_certified
automata:25.2,automata,25.2 Permissive strategies for reachability games,https://automata.exchange/25.2-permissive-strategies-for-reachability-games/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0567,TCS-0567:active,https://automata.exchange/25.2-permissive-strategies-for-reachability-games/,,TCS-0567; TCS-3058; TCS-0574,not_certified
automata:25.1,automata,25.1 Complexity of generalised reachability games with target sets of size 2,https://automata.exchange/25.1-complexity-of-generalised-reachability-games-with-target-sets-of-size-2/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0565,TCS-0565:active,https://automata.exchange/25.1-complexity-of-generalised-reachability-games-with-target-sets-of-size-2/,,TCS-0565; TCS-0615; TCS-0632,not_certified
automata:24.19,automata,24.19 Reachability in Reversible Data VASS,https://automata.exchange/24.19-reachability-in-reversible-data-vass/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0626,TCS-0626:active,https://automata.exchange/24.19-reachability-in-reversible-data-vass/,,TCS-0626; TCS-0638; TCS-0639,not_certified
automata:19.2,automata,19.2 SafeLTL,https://automata.exchange/19.02-safeltl/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0153,TCS-0153:archived,https://automata.exchange/19.02-safeltl/,,TCS-0153; TCS-2449; TCS-5146,not_certified
automata:19.1,automata,19.1 Deciding upperboundedness of \(\bbZ\)-CCRA,https://automata.exchange/19.01-ccra/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0147,TCS-0147:active,https://automata.exchange/19.01-ccra/,,TCS-0147; TCS-0617; TCS-3858,not_certified
automata:24.18,automata,24.18 Lower bounds for determinizability of weighted automata over \(\mathbb Q\),https://automata.exchange/24.18-lower-bounds-for-determinizability-of-weighted-automata-over-Q/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0111,TCS-0111:active,https://automata.exchange/24.18-lower-bounds-for-determinizability-of-weighted-automata-over-Q/,,TCS-0111; TCS-0121; TCS-0112,not_certified
automata:24.17,automata,24.17 Monotone regular functions,https://automata.exchange/24.17-monotone-regular-functions/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0113,TCS-0113:active,https://automata.exchange/24.17-monotone-regular-functions/,,TCS-0113; TCS-6716; TCS-6709,not_certified
automata:24.16,automata,24.16 Speed of victory in adversarial population games,https://automata.exchange/24.16-speed-of-victory-in-adversarial-population-games/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0573,TCS-0573:active,https://automata.exchange/24.16-speed-of-victory-in-adversarial-population-games/,,TCS-0573; TCS-5017; TCS-6487,not_certified
automata:24.15,automata,24.15 Games under delays and loss,https://automata.exchange/24.15-games-under-delays-and-loss/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0569,TCS-0569:active,https://automata.exchange/24.15-games-under-delays-and-loss/,,TCS-0569; TCS-0914; TCS-6425,not_certified
automata:24.14,automata,24.14 Extending asynchronous subtyping for binary session types,https://automata.exchange/24.14-extending-asynchronous-subtyping-for-binary-session-types/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0108,TCS-0108:archived,https://automata.exchange/24.14-extending-asynchronous-subtyping-for-binary-session-types/,,TCS-0108; TCS-1742; TCS-5995,not_certified
