review_order	id	title	area	confidence	type	action	retain_id	scope_alignment_required	reason	sha256
256	TCS-5594	Lower bounds for multi-output Karchmer–Wigderson games	Communication complexity and Boolean function analysis	medium	quantitative_refinement	propose_removal		False	Extending generalized Karchmer–Wigderson lower bounds beyond logarithmic output length fills the output-dimension range of a specific communication formulation. Prefer principal formula and composition lower bounds.	60b5e949d3c62f22b58ec7eb395f781499e5058de4b1e708853eb83d0f463c0a
257	TCS-5618	Hitting sets for determinant and matrix-product orbits	Pseudorandomness and derandomization	medium	construction_variant	propose_removal		False	Hitting sets for affine orbits of determinant and iterated matrix multiplication concern two structured polynomial families under hidden coordinates. General identity testing and arithmetic-circuit derandomization barriers take priority.	67150425b5a00a4491c48a0d096f2864967c8ad65c09e4f4bc8569362071305c
258	TCS-5632	Conditional-query complexity of support-size estimation	Property testing and distribution learning	medium	model_variant	propose_removal		False	Support-size estimation with combined conditional-sampling and evaluation access fixes an unusually strong oracle. Broader distribution-learning and conditional-testing barriers provide more coverage.	bb1c7c3727eefbe602571112bb55b2d13058a1079a9ae1f4b4e72cfa1ef7a1f0
259	TCS-5677	Local certification gap on paths	Distributed, parallel and sublinear algorithms	medium	quantitative_refinement	propose_removal		False	A gap between log-log n and log n certificate size on paths refines one interval of the local-certification landscape. General certificate-size and locality tradeoffs take priority.	09e77df06d76e712345859ee32b132a16815adcf3cb10bf432e484c55a897459
260	TCS-5706	Unified bound for binary search trees	Data structures	medium	cluster_overlap	propose_removal		False	The unified locality bound is a distinct BST guarantee, but adds another specialist access-sequence criterion to an already well-represented adaptive-search cluster. Prioritize dynamic optimality and the canonical independent conjectures.	e4b60fcddc03876c7b50451cdc8bf772012a8ed09634b9796f849fee152cda3a
261	TCS-5768	Sublogarithmic competitiveness of splay trees	Data structures	medium	quantitative_refinement	propose_removal		False	Sublogarithmic competitiveness of splay trees is an intermediate quantitative milestone within the dynamic-optimality programme. Preserve it as context for TCS-6498 instead of a separate benchmark card.	cf8c6bd427efed0c3578831c928b04ce55a25c96ced868c41bd3ef1f785d5f0b
262	TCS-5911	Graph neural network verification under logical constraints	Semantics, logic and verification	medium	bundled_direction	propose_removal		False	Verification of GNNs under further logical input assumptions is an extension programme of a source's logic-based verification framework. The saved passage does not isolate a major new barrier within it.	a8b7fd2e9f09cf0d9dcbd13e05335cb25f26187ff127c0c41f51db811e256db8
263	TCS-5941	Complexity of dynamic persuasion with forward-looking agents	Algorithmic game theory, mechanism design and fair division	medium	specialized_target	propose_removal		False	The saved target bundles complexity classifications for forward-looking agents across dynamic persuasion and mechanism design. It supplies a specialist programme rather than one independently selected major barrier.	6e4e6c15781f87224230d9a1d57ccc3fb3dfb2c1efd4e1140bfbeb1c55f3b782
264	TCS-6022	Uniform sampling of directed Euler tours in RNC	Distributed, parallel and sublinear algorithms	medium	specialized_target	propose_removal		False	Uniform directed Euler-tour sampling in RNC is a parallelization frontier for one combinatorial distribution. General parallel sampling and graph-algorithm barriers take priority.	1b1778c11cf53fbd0b6fa66d7590e75922c9b1768bf0f036099b22dc711f5307
265	TCS-6026	Isomorphism of automatically presented finitely generated groups	Algebraic computation	medium	model_variant	propose_removal		False	The target compares automatic presentations of finitely generated virtually abelian groups. It adds a specialized presentation-effectivity problem beyond the broader group-isomorphism questions already retained.	ac4bac60b88f2c1cfc915433d769599d90e9f023bd9134dafe872ad2c166f81d
266	TCS-6034	Capacitated edge-connectivity terminal backup	Optimization and numerics	medium	model_variant	propose_removal		False	Exact classification of edge-capacitated terminal backup isolates one capacity convention within network design. More general flow, connectivity and approximation barriers provide broader coverage.	344a53149d730895ef41ac0b7576036d6cd1b9401bfe8e26e74539d85345c6f7
267	TCS-6040	Strong approximation in learning coverage functions	Learning theory	medium	model_variant	propose_removal		False	Strong approximation in coverage-function learning under the source's query and distribution restrictions is a specialist function-family target. Broader computational learning and private-release barriers take priority.	5edccf342a023d162bae4b7c7943a3c3895a5474b2ec750ac57e68744da397b7
268	TCS-6074	USBP versus SBP communication complexity	Communication complexity and Boolean function analysis	medium	quantitative_refinement	propose_removal		False	A larger USBP-versus-SBP communication separation sharpens a distinction between two very weak acceptance-probability conventions after a small separation is already supplied by the source.	6fce5d4558eb343544c0096daccad73e85fb6c60ee271ea902362a21e0e37b5f
269	TCS-6089	First-order rewritability of consistent query answering	Database theory and finite model theory	medium	model_variant	propose_removal		False	First-order rewritability for the two named consistent-answer frameworks adds another mapping-and-repair-specific recognition question. Broader query rewritability and CSP classification barriers take priority.	edee2278f67edc9190f9b09a34057dd2d7b52dd604ceeab2ee5fbc00893a49f6
270	TCS-6107	Decidability of intuitionistic temporal logic with persistent models	Semantics, logic and verification	medium	model_variant	propose_removal		False	Decidability for persistent rather than expanding intuitionistic temporal models adds another semantic compatibility convention. General temporal and constructive-logical barriers take priority.	a6608da5db99f382f427a0ab97196358bc71e0a5431a0e40fd55792df240a34c
271	TCS-6135	Approximation–estimation tradeoffs under covariate shift	Learning theory	medium	quantitative_refinement	propose_removal		False	Optimizing the approximation constant against the statistical term in misspecified regression under covariate shift refines one error decomposition. More general learning-under-shift barriers have broader coverage.	32afeccc79ca568ee84a93ad9230006b062ef63aa938151d81962ef8582d7507
272	TCS-6150	Efficient graph reconstruction from resistance queries	Algorithms & data structures	medium	model_variant	propose_removal		False	Combining polynomial computation with subquadratic resistance queries is a reconstruction target in a particular electrical-measurement interface. General graph reconstruction and inverse-problem barriers take priority.	4860a27fdc4b2016776fe1b7e87c90069f00637a25249d2e724ce361d11b4dff
273	TCS-6168	EXP circuit lower bounds from NP-hardness of MCSP	Computational complexity	medium	method_specific	propose_removal		False	Strengthening the circuit consequences of MCSP NP-hardness, together with excluding one restricted reduction type, adds another conditional route around the same main meta-complexity barrier.	42e01b1a47aefa7911f5d09afd8bb360edcfb3c2107fef0c4a09e1c7e7e3ab9d
274	TCS-6287	Optimal local recovery in labeled block models	Beyond worst-case and average-case analysis	medium	model_variant	propose_removal		False	Optimal local recovery for two communities with a positive revealed-label fraction adds a supervised-model restriction to the broader community-detection and local-versus-global inference questions.	30831d5ae0f6e1ea4598d47140b35fa72ad6f49ad90793914a5590c3461bdea7
275	TCS-6319	Constant-competitive online matching on the line	Optimization and numerics	medium	consolidation	consolidate_then_remove	TCS-5158	True	The saved target repeats constant-competitive irrevocable online matching on the line in TCS-5158. Transfer the reference and align the deterministic/randomized convention before any deletion.	fdbf9bbfc2ddaf22f8d9cbc218b99eafaf26085eae56c97ef78b7181fdb73150
276	TCS-6343	Finite versus chromatic memory in infinite games	Semantics, logic and verification	medium	model_variant	propose_removal		False	Finite general memory versus chromatic memory on infinite arenas isolates what strategy updates may observe. This extra memory convention has lower marginal coverage than the main finite-memory determinacy questions.	bde55224ac8318623ed1edd4bf318d9eafe75daf3f19d2ca2f65db7d53b29358
277	TCS-6393	Lower bounds for conditional equivalence testing	Property testing and distribution learning	medium	quantitative_refinement	propose_removal		False	Strengthening a log-logarithmic lower bound for conditional equivalence testing is an additional quantitative refinement of a restricted-access comparison.	50eeed8cdc6d96b0e95e3fc47bc0574b78e4c1a8e675bd4c942dd9dc56901cb7
278	TCS-6461	Complexity growth in monitored random circuits	Quantum computation	medium	construction_variant	propose_removal		False	Approximate complexity growth for generic monitored random-circuit outputs extends specially engineered instances within a particular measurement model. Broader explicit quantum complexity and simulation barriers take priority.	6eaa53e3cc2febc9adde7e3287340d295fa4a77edae6fff7e7db92d180917da4
279	TCS-6514	Optimal decrease-key in pure pairing heaps	Data structures	medium	model_variant	propose_removal		False	The decrease-key target concerns the specifically defined pure pairing-heap discipline. Its minimal-bookkeeping appeal is real, but this additional heap variant has lower priority than general priority-queue and dynamic-data-structure barriers.	78d9be68cf63685a47da3ce90d82605ff8cdfce15108e43ec5d7ddc86ae99a5e
280	TCS-6718	Exponential weakly read-once branching-program lower bounds	Computational complexity	medium	model_variant	propose_removal		False	Exponential lower bounds for weakly read-once nondeterministic branching programs focus on the distinction between consistent and inconsistent paths. Broader branching-program and circuit separations take priority.	c275563cac3aae485faa8e6eb1aca27fcffc7f6c050519139e56a3504dd9c116
281	TCS-6736	Nearly quadratic adaptive-testing gaps	Property testing and distribution learning	medium	quantitative_refinement	propose_removal		False	Nearly quadratic adaptive-versus-nonadaptive testing gaps seek a particular separation scale. General adaptivity characterizations and stronger model-power barriers take priority.	3ce5a547794dc9a8a59cd197a11eae01000985cd7aa5e9cf2f19b7746e1a4a68
282	TCS-6772	Resolution variable-space complexity in PSPACE	Proof complexity	medium	quantitative_refinement	propose_removal		False	A PSPACE upper bound for deciding resolution variable-space requirements sharpens recognition complexity for one of several proof-memory measures. Principal proof-space and automatability barriers take priority.	6ee52a58214bc5c6115a5958ee4e11163fc3cf9a984816379655c0519e949d97
283	TCS-6782	Pair capacity of linear-size additive spanners	Algorithms & data structures	medium	quantitative_refinement	propose_removal		False	Maximum supported pair count for linear-size constant-additive spanners is a further parameter slice of the size-versus-distance tradeoff. The main all-pairs and spanner-versus-emulator barriers give broader coverage.	bc53300b446b4bf1226693613122440d1dcfe9018307b4c19773a6cfb1d757bd
284	TCS-6783	Four-additive spanners with O(n^(4/3)) edges	Algorithms & data structures	medium	quantitative_refinement	propose_removal		False	Exactly +4 additive error and n^(4/3) edges form a single precise point of the spanner tradeoff. Main spanner-size and spanner-versus-emulator questions give broader coverage.	00db7d38ca7c2e9ef68476a7514256d18bbf1a77d9897f8989e7d72367fdeae1
285	TCS-6833	Asymptotically optimal nonparametric bandit policies	Online algorithms	medium	quantitative_refinement	propose_removal		False	Leading-constant asymptotic optimality for further nonparametric reward classes sharpens rate-level robust bandit results. General finite-time exploration and heavy-tail learning limits have broader coverage.	ef84b8e0eeedadd9a53eadb66cf486c106d6e734ed17c711a97a722ed3b10330
286	TCS-6875	Two-sided Ramanujan signings	Structural graph theory	medium	construction_variant	propose_removal		False	Two-sided Ramanujan signings and two-lifts demand one particular family-building mechanism. General existence and efficient explicit construction of Ramanujan graphs take priority; no one-sided theorem is treated as resolving this target.	98b12b8e66401078c97c8045d754716e6c27b20b183ccd6a2325554ca4c38e89
287	TCS-6912	Permanent lower bounds from learning	Algebraic computation	medium	method_specific	propose_removal		False	Deriving permanent lower bounds from arithmetic learning is a particular algorithms-to-hardness implication. Prefer the lower-bound targets and the more general identity-testing connections before this extra route.	cf64364627c98ad7134313d8e45d52c17fd29da250a9ae6e135c6bef825eecb1
288	TCS-6952	Unconditional space-restricted 3SUM lower bounds	Fine-grained complexity	medium	model_variant	propose_removal		False	Strong lower bounds for suitably space-restricted 3SUM add a restricted-resource direction beyond the main unrestricted hypothesis. Its saved motivation does not pick an independently consequential tradeoff.	143b0e015b795ea8e1f749e8a86cd29722f348b935e51958fd7dd8c088256191
289	TCS-6985	Complexity of polycyclic conjugacy search	Algebraic computation	medium	model_variant	propose_removal		False	Polycyclic conjugacy search is motivated by a particular family of nonabelian cryptographic platforms; its saved rationale is less general than the retained foundational cryptographic assumptions and group decision barriers.	8ad61777071f95806fcf0c63f8c3bf0dc3e14893a8acd4707a394d90c9c763db
290	TCS-7087	Polynomial-space conversion from incremental to polynomial delay	Counting and enumeration	medium	method_specific	propose_removal		False	Smoothing an unknown incremental-delay bound in polynomial space is a particular simulation task with an extra lack-of-advice condition. Retain the principal enumeration time-space and delay-class comparisons.	b861cc786b283f00c8052b1bfeb8e51d4310c18f6c5c27c0a539cb8736076488
291	TCS-7088	Strong polynomial-delay lower bounds for DNF enumeration	Counting and enumeration	medium	specialized_target	propose_removal		False	A strong-delay lower bound specifically for DNF-model enumeration is one proposed witness for refined delay limitations. The broader strong-versus-ordinary delay question remains available.	4212fa6bab3b605bbe7d0fce8452307c651127bf4631894ef76ff82828de462c
292	TCS-7126	Complexity of two-sided distributive unification with constants	Automated reasoning and unification	medium	quantitative_refinement	propose_removal		False	Tight complexity for two-sided distributive unification with constants adds a signature-specific refinement beside the more basic decidability questions for distributive unification.	a35516a3d2b3c3ee4c032e1cc121b8778f348b614acfaceba0b7ea02658352c6
293	TCS-7127	Enumeration complexity under bag semantics	Database theory and finite model theory	medium	bundled_direction	propose_removal		False	Bag multiplicities and aggregate-query enumeration combine several output semantics and query extensions. The saved direction has no independently selected central barrier beyond this specialist enumeration programme.	f0242e50a932ed340aafaffd7594c7162b1221ebd4d36d3a22dc59af19cb5f1a
294	TCS-7129	Prime implicates versus DNNF succinctness	Computational complexity	medium	model_variant	propose_removal		False	Prime-implicate descriptions versus polynomial-size DNNF form one particular entry of the compilation succinctness map. The main decomposition and closure barriers provide broader coverage than this extra representation pair.	b59c221a91eb24e5b6e439305d44e5917eaa6655f70a29fa4783aebc30de5fa1
295	TCS-7130	Prime implicates versus d-DNNF succinctness	Computational complexity	medium	model_variant	propose_removal		False	Prime-implicate descriptions versus deterministic DNNF add a second closely related comparison from the same compilation map. This is a distinct stronger question, but has lower marginal priority in the smaller pool.	a78bd21e088a08ff2424c6d047c3955269c24ea00689d8f27e1301e6e4b5560f
296	TCS-7131	Prime implicants versus d-DNNF succinctness	Computational complexity	medium	model_variant	propose_removal		False	Compiling complete prime-implicant lists into deterministic DNNF is another specific representation comparison. It should not displace broader questions about determinism, decomposability and complement closure.	7251ac9feed5a7ebba1094ed2d06155d6d6d724df0326c8053de2e7f58e9487d
297	TCS-7201	Ordinal MMS guarantee for goods	Algorithmic game theory, mechanism design and fair division	medium	quantitative_refinement	propose_removal		False	The exact ordinal MMS denominator adds a second quantitative relaxation of the same goods-allocation fairness programme. Prefer the principal MMS guarantee and EFX barriers in the reduced pool.	515ddccf19d11258e14f6a4addbe6cb30b42130feaa3b05627f1f11dd1529ead
298	TCS-7202	Envy-free proportional cake cutting with free disposal	Algorithmic game theory, mechanism design and fair division	medium	model_variant	propose_removal		False	Sharp query complexity after allowing disposal is an additional cake-cutting convention beside the retained complete exactly envy-free allocation target; its distinct resource-relaxation question is lower priority for this batch.	e5790512f3d93d929d859a9e69e0f35c4310afa0190a4f6e8fb4098d880f9365
299	TCS-7204	Minimum cuts for finite envy-free cake-cutting protocols	Algorithmic game theory, mechanism design and fair division	medium	quantitative_refinement	propose_removal		False	The minimum final-cut count of finite envy-free protocols optimizes fragmentation separately from query cost. This is a meaningful geometric resource, but an additional quantitative cake-cutting frontier beside the main complete-allocation target.	9b9ea6308c36443af905b164e061639835cf410e9d0ad7470a19e02b670a18e9
300	TCS-7269	Exponential multilinear-formula lower bounds for the permanent	Algebraic computation	medium	quantitative_refinement	propose_removal		False	Upgrading the existing multilinear-formula permanent separation to an exponential bound is substantial, but remains a quantitative strengthening in a restricted model alongside broader unresolved formula and circuit separations.	8307c84c2d0739fa67932a099168fb027bdb341003102342edc42db0c66eccdf
