id,title,area,scope,source_year,year_basis,source_age_years,status,status_note,source_collection,source_locator,authors,source_url,pdf_url,additional_source_urls,source_title,accessed,reading_note
TCS-0702,Revisiting the free-order prophet for one-dimensional parameter classes of distributions,"Online algorithms, bandits and stochastic optimization",focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25471, section 4.1",Vianney Perchet,https://doi.org/10.4230/DagRep.15.11.114,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue11/DagRep.15.11/DagRep.15.11.pdf#page=133,,Online Algorithms beyond Competitive Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0703,Searching on a path with predictions,"Online algorithms, bandits and stochastic optimization",focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25132, section 4.3",Thomas Lidbetter,https://doi.org/10.4230/DagRep.15.3.159,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue03/DagRep.15.3/DagRep.15.3.pdf#page=175,,Approximation Algorithms for Stochastic Optimization,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0704,Sequencing replicated jobs on parallel machines to maximize the probability of a full kit,"Online algorithms, bandits and stochastic optimization",focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25132, section 4.1",Alessandro Agnetis,https://doi.org/10.4230/DagRep.15.3.159,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue03/DagRep.15.3/DagRep.15.3.pdf#page=174,,Approximation Algorithms for Stochastic Optimization,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0705,Stochastic Bin Packing with Overflow,"Online algorithms, bandits and stochastic optimization",focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25132, section 4.6",Rudy Zhou,https://doi.org/10.4230/DagRep.15.3.159,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue03/DagRep.15.3/DagRep.15.3.pdf#page=176,,Approximation Algorithms for Stochastic Optimization,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0706,Stochastic Combinatorial Optimization under a Budget Constraint in Expectation,"Online algorithms, bandits and stochastic optimization",focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25132, section 4.4",Kevin Schewior,https://doi.org/10.4230/DagRep.15.3.159,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue03/DagRep.15.3/DagRep.15.3.pdf#page=175,,Approximation Algorithms for Stochastic Optimization,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0707,The deliberate idleness problem,"Online algorithms, bandits and stochastic optimization",focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25132, section 4.5",Marc Uetz,https://doi.org/10.4230/DagRep.15.3.159,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue03/DagRep.15.3/DagRep.15.3.pdf#page=175,,Approximation Algorithms for Stochastic Optimization,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0708,Order Optimal Regret Bounds for Kernel-Based Reinforcement Learning,"Online algorithms, bandits and stochastic optimization",focused,2024,source publication or workshop year,2,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Sattar Vakili,https://proceedings.mlr.press/v247/vakili24a.html,https://proceedings.mlr.press/v247/vakili24a/vakili24a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0709,Finite-Time Instance Dependent Optimality for Stochastic Online Learning with Feedback Graphs,"Online algorithms, bandits and stochastic optimization",focused,2022,source publication or workshop year,4,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Teodor Vanislavov Marinov; Mehryar Mohri; Julian Zimmert,https://proceedings.mlr.press/v178/open-problem-marinov22a.html,https://proceedings.mlr.press/v178/open-problem-marinov22a/open-problem-marinov22a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0710,Regret Bounds for Noise-Free Kernel-Based Bandits,"Online algorithms, bandits and stochastic optimization",focused,2022,source publication or workshop year,4,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Sattar Vakili,https://proceedings.mlr.press/v178/open-problem-vakili22a.html,https://proceedings.mlr.press/v178/open-problem-vakili22a/open-problem-vakili22a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0711,Model Selection for Contextual Bandits,"Online algorithms, bandits and stochastic optimization",focused,2020,source publication or workshop year,6,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Dylan J. Foster; Akshay Krishnamurthy; Haipeng Luo,https://proceedings.mlr.press/v125/foster20a.html,http://proceedings.mlr.press/v125/foster20a/foster20a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0712,Risk of Ruin in Multiarmed Bandits,"Online algorithms, bandits and stochastic optimization",focused,2019,source publication or workshop year,7,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Filipo S. Perotto; Mathieu Bourgais; Bruno C. Silva; Laurent Vercouter,https://proceedings.mlr.press/v99/perotto19a.html,http://proceedings.mlr.press/v99/perotto19a/perotto19a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0713,Second order regret bounds based on scaling time,"Online algorithms, bandits and stochastic optimization",focused,2016,source publication or workshop year,10,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Yoav Freund,https://proceedings.mlr.press/v49/freund16.html,http://proceedings.mlr.press/v49/freund16.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0714,Online Sabotaged Shortest Path,"Online algorithms, bandits and stochastic optimization",focused,2015,source publication or workshop year,11,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Wouter M. Koolen; Manfred K. Warmuth; Dmitri Adamskiy,https://proceedings.mlr.press/v40/Koolen15b.html,http://proceedings.mlr.press/v40/Koolen15b.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0715,Efficient Online Sparse Regression,"Online algorithms, bandits and stochastic optimization",focused,2014,source publication or workshop year,12,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Satyen Kale,https://proceedings.mlr.press/v35/kale14b.html,http://proceedings.mlr.press/v35/kale14b.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0716,Online Local Learning,"Online algorithms, bandits and stochastic optimization",focused,2014,source publication or workshop year,12,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Paul Christiano,https://proceedings.mlr.press/v35/christiano14.html,http://proceedings.mlr.press/v35/christiano14.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0717,Shifting Experts on Easy Data,"Online algorithms, bandits and stochastic optimization",focused,2014,source publication or workshop year,12,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Manfred K. Warmuth; Wouter M. Koolen,https://proceedings.mlr.press/v35/warmuth14.html,http://proceedings.mlr.press/v35/warmuth14.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0718,Online Optimization of Piecewise-Lipschitz Functions with Applications to Data-Driven Algorithm Design,Optimization and mathematical programming,focused,2026,source publication or workshop year,0,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Maria-Florina Balcan; Wesley Pegden; Dravyansh Sharma,https://proceedings.mlr.press/v336/balcan26a.html,https://raw.githubusercontent.com/mlresearch/v336/main/assets/balcan26a/balcan26a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0719,Anytime Convergence Rate of Gradient Descent,Optimization and mathematical programming,focused,2024,source publication or workshop year,2,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Guy Kornowski; Ohad Shamir,https://proceedings.mlr.press/v247/kornowski24a.html,https://proceedings.mlr.press/v247/kornowski24a/kornowski24a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0720,Black-Box Reductions and Adaptive Gradient Methods for Nonconvex Optimization,Optimization and mathematical programming,focused,2024,source publication or workshop year,2,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Xinyi Chen; Elad Hazan,https://proceedings.mlr.press/v247/chen24e.html,https://proceedings.mlr.press/v247/chen24e/chen24e.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0721,Convergence of single-timescale mean-field Langevin descent-ascent for two-player zero-sum games,Optimization and mathematical programming,focused,2024,source publication or workshop year,2,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Guillaume Wang; Lénaïc Chizat,https://proceedings.mlr.press/v247/wang24c.html,https://proceedings.mlr.press/v247/wang24c/wang24c.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0722,Polynomial linearly-convergent method for g-convex optimization?,Optimization and mathematical programming,focused,2023,source publication or workshop year,3,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Christopher Criscitiello; David Martínez-Rubio; Nicolas Boumal,https://proceedings.mlr.press/v195/criscitiello23b.html,https://proceedings.mlr.press/v195/criscitiello23b/criscitiello23b.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0723,A problem where CMA-ES performs poorly,Optimization and mathematical programming,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22081, section 5.1",Nikolaus Hansen,https://doi.org/10.4230/DagRep.12.2.87,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue02/DagRep.12.2/DagRep.12.2.pdf#page=103,,Theory of Randomized Optimization Heuristics,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0724,The Oracle Complexity of Convex Optimization with Limited Memory,Optimization and mathematical programming,focused,2019,source publication or workshop year,7,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Blake Woodworth; Nathan Srebro,https://proceedings.mlr.press/v99/woodworth19a.html,http://proceedings.mlr.press/v99/woodworth19a/woodworth19a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0725,Second-order cone representability of semialgebraic convex hulls,Optimization and mathematical programming,focused,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18081, section 5.1",,https://doi.org/10.4230/DagRep.8.2.64,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue02/DagRep.8.2/DagRep.8.2.pdf#page=88,,Designing and Implementing Algorithms for Mixed-Integer Nonlinear Optimization,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0726,Restricted Eigenvalue Condition for Heavy Tailed Designs,Optimization and mathematical programming,focused,2015,source publication or workshop year,11,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Arindam Banerjee; Sheng Chen; Vidyashankar Sivakumar,https://proceedings.mlr.press/v40/Banerjee15.html,http://proceedings.mlr.press/v40/Banerjee15.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0727,The landscape of the loss surfaces of multilayer networks,Optimization and mathematical programming,focused,2015,source publication or workshop year,11,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Anna Choromanska; Yann LeCun; Gérard Ben Arous,https://proceedings.mlr.press/v40/Choromanska15.html,http://proceedings.mlr.press/v40/Choromanska15.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0728,The Oracle Complexity of Smooth Convex Optimization in Nonstandard Settings,Optimization and mathematical programming,focused,2015,source publication or workshop year,11,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Cristóbal Guzmán,https://proceedings.mlr.press/v40/Guzman15.html,http://proceedings.mlr.press/v40/Guzman15.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0729,Stable matching in the semi-streaming model,Parameterized and exact algorithms,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25342, section 5.1",Sushmita Gupta,https://doi.org/10.4230/DagRep.15.8.29,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue08/DagRep.15.8/DagRep.15.8.pdf#page=46,,Frontiers of Parameterized Algorithmics of Matching under Preferences,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0730,Extending 1-Planar Drawings by a Few Vertices,Parameterized and exact algorithms,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24411, section 4.1",Robert Ganian,https://doi.org/10.4230/DagRep.14.10.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue10/DagRep.14.10/DagRep.14.10.pdf#page=18,,"New Tools in Parameterized Complexity: Paths, Cuts, and Decomposition",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0731,Complexity of balanced hypergraph partitioning and its variants,Parameterized and exact algorithms,problem_family,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23331, section 5.2",,https://doi.org/10.4230/DagRep.13.8.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue08/DagRep.13.8/DagRep.13.8.pdf#page=20,,Recent Trends in Graph Decomposition,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0732,Depth-first search trees of minimum height,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.4",Petr A. Golovach,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=74,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0733,Drawing Hypergraphs “Nicely”,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.11",Yushi Uno,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=80,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0734,FPT Inapproximability Results Beyond Gap-ETH,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23291, section 5.4",Pasin Manurangsi,https://doi.org/10.4230/DagRep.13.7.96,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue07/DagRep.13.7/DagRep.13.7.pdf#page=107,,Parameterized Approximation: Algorithms and Hardness,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0735,Graph embeddings: Drawing vs. learning,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.10",Manuel Sorge,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=78,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0736,On Left-Aligned BFS Trees,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.6",Petr Hlinený,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=76,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0737,Parameterized approximability of clustering problems,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23291, section 5.2",Vincent Cohen-Addad,https://doi.org/10.4230/DagRep.13.7.96,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue07/DagRep.13.7/DagRep.13.7.pdf#page=106,,Parameterized Approximation: Algorithms and Hardness,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0738,Parameterized Approximation for the Santa Claus Problem,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23291, section 5.3",Fabrizio Grandoni,https://doi.org/10.4230/DagRep.13.7.96,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue07/DagRep.13.7/DagRep.13.7.pdf#page=106,,Parameterized Approximation: Algorithms and Hardness,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0739,Planar F -Augmentation of Clustered Graphs,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.2",Giordano Da Lozzo and Siddharth Gupta,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=72,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0740,Sequential Crossing Number,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.5",Thekla Hamm,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=74,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0741,The complexity of recognizing Witness Graphs,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.3",Eduard Eiben,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=73,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0742,The Maximum Bimodal Subgraph Problem,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.1",Walter Didimo,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=71,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0743,The parameterized complexity of Queue Number using structural parameters,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.8",Sebastian Ordyniak,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=77,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0744,The st-Planar Graph Augmentation Problem,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23162, section 4.7",Fabrizio Montecchiani,https://doi.org/10.4230/DagRep.13.4.58,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue04/DagRep.13.4/DagRep.13.4.pdf#page=77,,New Frontiers of Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0745,TSP with line-neighborhoods in R3,Parameterized and exact algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23291, section 5.1",Antonios Antoniadis,https://doi.org/10.4230/DagRep.13.7.96,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue07/DagRep.13.7/DagRep.13.7.pdf#page=105,,Parameterized Approximation: Algorithms and Hardness,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0746,Bundled Crossings,Parameterized and exact algorithms,focused,2021,seminar year; report may be published later,5,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 21293, section 4.1",Steven Chaplick,https://doi.org/10.4230/DagRep.11.6.82,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume11/issue06/DagRep.11.6/DagRep.11.6.pdf#page=94,,Parameterized Complexity in Graph Drawing,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0747,Complexity of extending linked sequences,Parameterized and exact algorithms,focused,2019,source publication or workshop year,7,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 4.5,,https://www.cs.umd.edu/~gasarch/open/nate.pdf,https://www.cs.umd.edu/~gasarch/open/nate.pdf#page=4,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0748,Complexity of linked sequences over arbitrary finite sets,Parameterized and exact algorithms,focused,2019,source publication or workshop year,7,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 4.9,,https://www.cs.umd.edu/~gasarch/open/nate.pdf,https://www.cs.umd.edu/~gasarch/open/nate.pdf#page=5,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0749,Computing optimal linked-sequence length,Parameterized and exact algorithms,focused,2019,source publication or workshop year,7,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 4.6,,https://www.cs.umd.edu/~gasarch/open/nate.pdf,https://www.cs.umd.edu/~gasarch/open/nate.pdf#page=4,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0750,Count k-Walks,Parameterized and exact algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19041, section 4.8",Holger Dell,https://doi.org/10.4230/DagRep.9.1.67,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue01/DagRep.9.1/DagRep.9.1.pdf#page=85,,New Horizons in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0751,Counting forests with few components,Parameterized and exact algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19041, section 4.2",Mark Jerrum,https://doi.org/10.4230/DagRep.9.1.67,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue01/DagRep.9.1/DagRep.9.1.pdf#page=81,,New Horizons in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0752,Counting optimal linked sequences,Parameterized and exact algorithms,focused,2019,source publication or workshop year,7,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 4.7,,https://www.cs.umd.edu/~gasarch/open/nate.pdf,https://www.cs.umd.edu/~gasarch/open/nate.pdf#page=4,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0753,k-exchange TSP parameterized by k + d,Parameterized and exact algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19041, section 4.7",Yoichi Iwata,https://doi.org/10.4230/DagRep.9.1.67,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue01/DagRep.9.1/DagRep.9.1.pdf#page=84,,New Horizons in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0754,Makespan Minimization on Identical Machines (P ||Cmax ) by #job types,Parameterized and exact algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19041, section 4.3",Martin Koutecký,https://doi.org/10.4230/DagRep.9.1.67,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue01/DagRep.9.1/DagRep.9.1.pdf#page=82,,New Horizons in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0755,Polynomial-time construction of longest linked sequences,Parameterized and exact algorithms,focused,2019,source publication or workshop year,7,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 4.3,,https://www.cs.umd.edu/~gasarch/open/nate.pdf,https://www.cs.umd.edu/~gasarch/open/nate.pdf#page=4,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0756,Shortest Three Disjoint Path,Parameterized and exact algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19041, section 4.1",Andreas Björklund,https://doi.org/10.4230/DagRep.9.1.67,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue01/DagRep.9.1/DagRep.9.1.pdf#page=81,,New Horizons in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
