rank,researcher,slot,id,title,area,action,affinity,status,evidence,formulation_status,formulation_reviewed_on,current_batch_scope,researcher_bibliography,problem_sources
151,Alexander Sherstov,1,TCS-6603,Log-rank conjecture,Communication complexity and Boolean function analysis,reused,Log-rank is a central communication-complexity target related to his lower-bound research.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/93/259.html,https://arxiv.org/abs/2510.02583v3; https://doi.org/10.1007/s10107-024-02117-9; https://doi.org/10.1137/16M1059369; https://arxiv.org/abs/2608.01812v1
151,Alexander Sherstov,2,TCS-1054,Exponential lower bounds for unrestricted threshold-of-threshold circuits,Computational complexity,reused,Threshold-of-threshold lower bounds connect his sign-rank and approximation methods.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/93/259.html,https://web.vu.lt/mif/s.jukna/boolean/index.html; https://arxiv.org/abs/1805.10698
152,Omri Weinstein,1,TCS-5892,Constant-factor randomized direct sums for total Boolean functions,Communication complexity and Boolean function analysis,reused,Direct sums for total functions concern his amortization and information-complexity research.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/85/9060.html,https://doi.org/10.4230/LIPIcs.STACS.2019.50; https://eccc.weizmann.ac.il/report/2010/083/; https://arxiv.org/abs/2608.04141
152,Omri Weinstein,2,TCS-6540,Superlogarithmic static cell-probe lower bounds,Data structures,reused,Strong static cell-probe lower bounds extend his data-structure complexity research.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/85/9060.html,https://doi.org/10.1145/3798129.3800843; https://eccc.weizmann.ac.il/report/2025/030/; https://eccc.weizmann.ac.il/report/2025/155/; https://epubs.siam.org/doi/10.1137/18M1198429; https://eccc.weizmann.ac.il/report/2026/047/
153,Erik Waingarten,1,TCS-7297,Optimal \(\ell\)\(_{1}\) distortion of edit distance,String algorithms and bioinformatics,reused,L1 embeddings of edit distance connect his distance estimation and sketching research.,source_open,reviewed,revised,2026-09-12,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/146/0153.html,https://doi.org/10.1145/1060590.1060623
153,Erik Waingarten,2,TCS-7006,Optimal input-sparsity subspace embeddings,Computational geometry and metric spaces,reused,Optimal subspace embeddings concern his high-dimensional algorithmic work.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/146/0153.html,https://arxiv.org/abs/1411.4357
154,Jelani Nelson,1,TCS-6662,Optimal deterministic restricted-isometry matrices,Pseudorandomness and derandomization,reused,Deterministic RIP concerns the limits of dimensionality reduction and compressed sensing.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/68/3296.html,https://www.sciencedirect.com/science/article/pii/S0024379525003143; https://www.math.ucdavis.edu/~strohmer/courses/270/road_to_rip.pdf; https://arxiv.org/abs/1008.4535; https://arxiv.org/abs/2311.07889
154,Jelani Nelson,2,TCS-7006,Optimal input-sparsity subspace embeddings,Computational geometry and metric spaces,reused,Optimal sparse embeddings directly connect his sketching research.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/68/3296.html,https://arxiv.org/abs/1411.4357
155,Kunal Talwar,1,TCS-7236,Polynomial-time private release of all marginals,Differential privacy,reused,Efficient private marginals connect his differential-privacy algorithms.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/06/3696.html,https://projects.iq.harvard.edu/files/privacytools/files/complexityprivacy_1_01.pdf; https://arxiv.org/abs/1304.3754
155,Kunal Talwar,2,TCS-6576,Optimal competitive ratio for convex body chasing,Online algorithms,reused,Convex body chasing connects his online and metric-approximation work.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/06/3696.html,https://theory.epfl.ch/WinterSchool2025/slides/2025/Gupta_lec4-chasing.pdf
156,Adam Smith,1,TCS-0506,Private PAC sample complexity from VC and Littlestone dimensions,Differential privacy,reused,Private PAC sample complexity concerns his statistical foundations of privacy.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/04/5072.html,https://proceedings.mlr.press/v336/nissim26a.html
156,Adam Smith,2,TCS-6825,Computational versus statistical privacy in the curator model,Differential privacy,reused,Computational versus statistical privacy is a foundational question related to his cryptographic privacy work.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/04/5072.html,https://www.cis.upenn.edu/~aaroth/privacybook.html
157,Kobbi Nissim,1,TCS-3312,Polynomial-time private convex-hull point selection,Differential privacy,reused,Efficient private convex-hull selection connects his private geometric algorithms.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/65/801.html,https://doi.org/10.4230/LIPIcs.SoCG.2020.52
157,Kobbi Nissim,2,TCS-0506,Private PAC sample complexity from VC and Littlestone dimensions,Differential privacy,reused,Dimension-based private sample complexity concerns the foundations of private learnability he studies.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/65/801.html,https://proceedings.mlr.press/v336/nissim26a.html
158,Salil Vadhan,1,TCS-0026,L versus BPL,Pseudorandomness and derandomization,reused,Space-bounded derandomization is a central target in his pseudorandomness work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/v/SPVadhan.html,https://www.math.ias.edu/files/mathandcomp.pdf; https://drops.dagstuhl.de/storage/00lipics/lipics-vol207-approx-random2021/LIPIcs.APPROX-RANDOM.2021.28/LIPIcs.APPROX-RANDOM.2021.28.pdf; https://eccc.weizmann.ac.il/report/2026/064/
158,Salil Vadhan,2,TCS-0506,Private PAC sample complexity from VC and Littlestone dimensions,Differential privacy,reused,Private PAC complexity connects his learning and privacy research.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/v/SPVadhan.html,https://proceedings.mlr.press/v336/nissim26a.html
159,Omer Reingold,1,TCS-0026,L versus BPL,Pseudorandomness and derandomization,reused,BPL versus L is a main derandomization frontier beyond undirected connectivity.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/r/OmerReingold.html,https://www.math.ias.edu/files/mathandcomp.pdf; https://drops.dagstuhl.de/storage/00lipics/lipics-vol207-approx-random2021/LIPIcs.APPROX-RANDOM.2021.28/LIPIcs.APPROX-RANDOM.2021.28.pdf; https://eccc.weizmann.ac.il/report/2026/064/
159,Omer Reingold,2,TCS-6600,Optimal explicit pseudorandom generators for read-once branching programs,Pseudorandomness and derandomization,reused,Optimal space-bounded generators connect his pseudorandomness program.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/r/OmerReingold.html,https://mathweb.ucsd.edu/~sbuss/CourseWeb/Math268_2013W/Nisan_PRG.pdf; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.APPROX/RANDOM.2021.28; https://theoryofcomputing.org/articles/v018a021/; https://epubs.siam.org/doi/10.1137/1.9781611978971.124; https://eccc.weizmann.ac.il/report/2026/064/; https://eccc.weizmann.ac.il/report/2026/123/
160,Assaf Naor,1,TCS-7352,Real Grothendieck constant,Communication complexity and Boolean function analysis,added,He coauthored the breakthrough on Krivine's bound and studies its metric and algorithmic consequences.,source_open,reviewed,revised,2026-09-13,primary-source and targeted later-work check,https://dblp.org/pid/n/AssafNaor.html,https://arxiv.org/abs/1103.6161; https://arxiv.org/abs/2608.11158
160,Assaf Naor,2,TCS-6525,Gupta–Newman–Rabinovich–Sinclair conjecture,Computational geometry and metric spaces,reused,GNRS is a central target in his metric-embedding research.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/n/AssafNaor.html,https://people.eecs.berkeley.edu/~sinclair/cuts.pdf; https://arxiv.org/abs/0910.1409; https://www.wisdom.weizmann.ac.il/~robi/papers/CKR-TreewidthSparsestCut-APPROX10.pdf; https://arxiv.org/abs/1903.02758; https://arxiv.org/abs/2602.23745; https://courses.grainger.illinois.edu/CS583/sp2026/approx-algorithms-lecture-notes.pdf
161,Éva Tardos,1,TCS-6632,Constant-factor universally truthful auctions for submodular bidders,"Algorithmic game theory, mechanism design and fair division",reused,Truthful welfare approximation connects her algorithmic mechanism-design work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/t/EvaTardos.html,https://epubs.siam.org/doi/10.1137/20M1316068; https://theory.stanford.edu/~shaddin/papers/randompower-focs09.pdf; https://arxiv.org/abs/1011.1830; https://arxiv.org/abs/2010.01420; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2026.27
161,Éva Tardos,2,TCS-7319,Minimax rate of sequential binary calibration,Online algorithms,reused,"Sequential calibration concerns learning and forecasting in repeated games, a major theme in her field.",source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/t/EvaTardos.html,https://arxiv.org/abs/2406.13668
162,Robert Kleinberg,1,TCS-7316,Matroid secretary conjecture,Online algorithms,reused,Matroid secretary directly connects his online selection and mechanism-design work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/k/RDKleinberg.html,https://arxiv.org/abs/2305.05353
162,Robert Kleinberg,2,TCS-6838,Instance-optimal finite-time best-arm identification,Online algorithms,reused,Instance-optimal best-arm identification concerns his bandit and sequential-decision research.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/k/RDKleinberg.html,https://banditalgs.com/
163,S. Matthew Weinberg,1,TCS-6632,Constant-factor universally truthful auctions for submodular bidders,"Algorithmic game theory, mechanism design and fair division",reused,Truthful welfare approximation relates directly to his auction-design program.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/52/2474.html,https://epubs.siam.org/doi/10.1137/20M1316068; https://theory.stanford.edu/~shaddin/papers/randompower-focs09.pdf; https://arxiv.org/abs/1011.1830; https://arxiv.org/abs/2010.01420; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2026.27
163,S. Matthew Weinberg,2,TCS-6958,Algorithmic versus dominant-strategy implementation,"Algorithmic game theory, mechanism design and fair division",reused,Algorithmic versus incentive-compatible implementation concerns his reductions in mechanism design.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/52/2474.html,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf
164,Yang Cai,1,TCS-6632,Constant-factor universally truthful auctions for submodular bidders,"Algorithmic game theory, mechanism design and fair division",reused,Truthful submodular auctions concern the computational mechanism-design barriers he studies.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/14/5359-1.html,https://epubs.siam.org/doi/10.1137/20M1316068; https://theory.stanford.edu/~shaddin/papers/randompower-focs09.pdf; https://arxiv.org/abs/1011.1830; https://arxiv.org/abs/2010.01420; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2026.27
164,Yang Cai,2,TCS-6958,Algorithmic versus dominant-strategy implementation,"Algorithmic game theory, mechanism design and fair division",reused,Implementing algorithms truthfully connects his mechanism-reduction research.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/14/5359-1.html,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf
165,Michal Feldman,1,TCS-0011,Existence of complete EFX allocations for additive valuations,"Algorithmic game theory, mechanism design and fair division",reused,Complete EFX connects her fair-division and algorithmic economics work.,open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/43/1464.html,https://tcsopenproblems.com/problem/3; https://arxiv.org/abs/2202.07551; https://arxiv.org/abs/2002.05119; https://ojs.aaai.org/index.php/AAAI/article/view/20410; https://arxiv.org/abs/2608.08590v1; https://arxiv.org/abs/2605.06451
165,Michal Feldman,2,TCS-6632,Constant-factor universally truthful auctions for submodular bidders,"Algorithmic game theory, mechanism design and fair division",reused,Truthful welfare approximation concerns her auction research.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/43/1464.html,https://epubs.siam.org/doi/10.1137/20M1316068; https://theory.stanford.edu/~shaddin/papers/randompower-focs09.pdf; https://arxiv.org/abs/1011.1830; https://arxiv.org/abs/2010.01420; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2026.27
166,Shuchi Chawla,1,TCS-6632,Constant-factor universally truthful auctions for submodular bidders,"Algorithmic game theory, mechanism design and fair division",reused,Truthful submodular welfare approximation connects her auction and mechanism-design work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/c/ShuchiChawla.html,https://epubs.siam.org/doi/10.1137/20M1316068; https://theory.stanford.edu/~shaddin/papers/randompower-focs09.pdf; https://arxiv.org/abs/1011.1830; https://arxiv.org/abs/2010.01420; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2026.27
166,Shuchi Chawla,2,TCS-6674,Randomized truthful unrelated-machine scheduling,"Algorithmic game theory, mechanism design and fair division",reused,Randomized truthful scheduling is a central approximation-mechanism frontier in her area.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/c/ShuchiChawla.html,https://arxiv.org/abs/2301.11905; https://doi.org/10.1145/3785408; https://arxiv.org/abs/1507.08708; https://link.springer.com/chapter/10.1007/978-3-540-92185-1_46; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2008.1314; https://link.springer.com/article/10.1007/s00224-019-09927-x; https://ora.ox.ac.uk/objects/uuid%3A814fc511-99e2-47cb-b06a-f472630996dc/files/r9593tw016
167,Shahar Dobzinski,1,TCS-6632,Constant-factor universally truthful auctions for submodular bidders,"Algorithmic game theory, mechanism design and fair division",reused,Universally truthful submodular auctions directly concern his mechanism lower bounds.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/34/917.html,https://epubs.siam.org/doi/10.1137/20M1316068; https://theory.stanford.edu/~shaddin/papers/randompower-focs09.pdf; https://arxiv.org/abs/1011.1830; https://arxiv.org/abs/2010.01420; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2026.27
167,Shahar Dobzinski,2,TCS-6957,Characterizing domains restricted to affine maximizers,"Algorithmic game theory, mechanism design and fair division",reused,Affine-maximizer domain characterization connects his structural mechanism-design work.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/34/917.html,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf
168,Vitaly Feldman,1,TCS-0506,Private PAC sample complexity from VC and Littlestone dimensions,Differential privacy,reused,Private learning sample complexity connects his statistical-query and privacy work.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/67/1162.html,https://proceedings.mlr.press/v336/nissim26a.html
168,Vitaly Feldman,2,TCS-7294,Learning decision trees from uniform random examples in polynomial time,Learning theory,reused,Uniform decision-tree learning concerns his computational learning-theory program.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/67/1162.html,https://arxiv.org/abs/0812.0933; https://doi.org/10.4230/LIPIcs.ITCS.2025.38
169,Shay Moran,1,TCS-6541,Linear-size sample compression,Learning theory,reused,Linear sample compression is central to his combinatorial learning theory.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/119/5111.html,https://arxiv.org/abs/1503.06960v2; https://proceedings.mlr.press/v247/chase24a.html; https://proceedings.mlr.press/v272/attias25a.html; https://arxiv.org/abs/2604.02949v1; https://arxiv.org/abs/2603.23561v4
169,Shay Moran,2,TCS-4792,Multiclass sample compression from binary compression,Learning theory,reused,Multiclass compression connects his work on multiclass learnability and its dimensions.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/119/5111.html,https://proceedings.mlr.press/v272/attias25a.html
170,Gregory Valiant,1,TCS-5443,Polynomial-time learning of Gaussian mixtures,Property testing and distribution learning,reused,Gaussian-mixture learning concerns his algorithmic distribution-learning work.,uncertain,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/80/6006.html,https://proceedings.mlr.press/v237/afzali24a.html
170,Gregory Valiant,2,TCS-0672,Tight Characterization of Instance-Optimal Identity Testing,Property testing and distribution learning,reused,Instance-optimal identity testing connects his sample-efficient statistical testing program.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/80/6006.html,https://proceedings.mlr.press/v247/canonne24a.html
171,Gautam Kamath,1,TCS-0506,Private PAC sample complexity from VC and Littlestone dimensions,Differential privacy,reused,Optimal private learning complexity concerns his privacy and statistical-learning research.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/73/11140.html,https://proceedings.mlr.press/v336/nissim26a.html
171,Gautam Kamath,2,TCS-5443,Polynomial-time learning of Gaussian mixtures,Property testing and distribution learning,reused,Efficient Gaussian-mixture learning connects his distribution-learning program.,uncertain,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/73/11140.html,https://proceedings.mlr.press/v237/afzali24a.html
172,Jerry Li,1,TCS-5087,Polynomial-time robust spectral estimation,Learning theory,reused,Robust spectral estimation directly concerns his robust high-dimensional inference work.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/162/8838.html,https://proceedings.mlr.press/v134/awasthi21a.html
172,Jerry Li,2,TCS-6657,Computational threshold for tensor PCA,Beyond worst-case and average-case analysis,reused,Tensor PCA captures computational-statistical barriers in his provable inference research.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/162/8838.html,https://arxiv.org/abs/1411.1076; https://www.jmlr.org/papers/v25/24-0006.html; https://arxiv.org/abs/2404.18735; https://arxiv.org/abs/2510.14329; https://arxiv.org/abs/2605.30113
173,Clément Canonne,1,TCS-0672,Tight Characterization of Instance-Optimal Identity Testing,Property testing and distribution learning,reused,Instance-optimal identity testing directly concerns his distribution-testing research.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/28/9840L.html,https://proceedings.mlr.press/v247/canonne24a.html
173,Clément Canonne,2,TCS-0841,Equivalence Testing with Conditional Samples,Property testing and distribution learning,reused,Conditional-sampling equivalence testing connects his work on stronger testing access models.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/28/9840L.html,https://sublinear.info/index.php?title=Open_Problems:87
174,Ronitt Rubinfeld,1,TCS-6630,Effective classification of polynomially testable hereditary graph properties,Property testing and distribution learning,reused,Efficient testing of hereditary graph properties concerns her foundational property-testing work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/r/RonittRubinfeld.html,https://arxiv.org/html/2508.16878v1; https://epubs.siam.org/doi/10.1137/06064888X; https://arxiv.org/abs/1611.10315; https://www.cambridge.org/core/product/identifier/S0963548314000765/type/journal_article; https://arxiv.org/abs/1709.08159; https://eccc.weizmann.ac.il/report/2026/144/
174,Ronitt Rubinfeld,2,TCS-6672,Sublinear testing of bounded-degree graph isomorphism,Property testing and distribution learning,reused,Bounded-degree isomorphism testing connects her sublinear graph-algorithm research.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/r/RonittRubinfeld.html,https://eccc.weizmann.ac.il/report/2021/088/
175,Dana Ron,1,TCS-6630,Effective classification of polynomially testable hereditary graph properties,Property testing and distribution learning,reused,Hereditary graph testability is a central structural question in her testing area.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/85/4800.html,https://arxiv.org/html/2508.16878v1; https://epubs.siam.org/doi/10.1137/06064888X; https://arxiv.org/abs/1611.10315; https://www.cambridge.org/core/product/identifier/S0963548314000765/type/journal_article; https://arxiv.org/abs/1709.08159; https://eccc.weizmann.ac.il/report/2026/144/
175,Dana Ron,2,TCS-4259,Optimal query cost of reducing testing adaptivity,Property testing and distribution learning,reused,Adaptivity reduction concerns the power of different property-testing models she studies.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/85/4800.html,https://doi.org/10.4230/LIPIcs.CCC.2017.27; https://doi.org/10.1007/s00037-018-0168-4; https://www.repository.cam.ac.uk/items/73b70279-d662-43f0-b591-98afd3ce529c
176,Maria-Florina Balcan,1,TCS-5153,Characterizing adversarially robust PAC learnability,Learning theory,reused,Robust PAC characterization connects her learning-theory and adversarial robustness work.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/b/MariaFlorinaBalcan.html,https://proceedings.mlr.press/v99/montasser19a.html
176,Maria-Florina Balcan,2,TCS-7318,Constant-factor approximation for Dasgupta’s hierarchical clustering objective,Approximation algorithms and hardness of approximation,reused,Hierarchical-clustering approximation concerns her algorithmic clustering research.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/b/MariaFlorinaBalcan.html,https://arxiv.org/abs/1510.05043; https://arxiv.org/abs/1609.09548
177,Nika Haghtalab,1,TCS-7319,Minimax rate of sequential binary calibration,Online algorithms,reused,Calibration connects her online-learning and algorithmic decision-making work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/149/1265.html,https://arxiv.org/abs/2406.13668
177,Nika Haghtalab,2,TCS-5153,Characterizing adversarially robust PAC learnability,Learning theory,reused,Robust learnability concerns her research on learning under adversarial behavior.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/149/1265.html,https://proceedings.mlr.press/v99/montasser19a.html
178,Elad Hazan,1,TCS-6577,Minimax dimension dependence in bandit convex optimization,Online algorithms,reused,Bandit convex dimension dependence is central to his online convex optimization research.,open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/72/739.html,https://tor-lattimore.com/downloads/cvx-book/cvx.pdf; https://www.cambridge.org/core/books/abs/bandit-convex-optimisation/outlook/FAEE9479EE720E949F7CECDADCE307D5; https://arxiv.org/abs/2006.00475v3; https://arxiv.org/abs/2603.25029v4; https://arxiv.org/abs/2606.19891v2
178,Elad Hazan,2,TCS-6576,Optimal competitive ratio for convex body chasing,Online algorithms,reused,Convex body chasing connects his online convex and geometric optimization work.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/72/739.html,https://theory.epfl.ch/WinterSchool2025/slides/2025/Gupta_lec4-chasing.pdf
179,Rong Ge,1,TCS-6657,Computational threshold for tensor PCA,Beyond worst-case and average-case analysis,reused,Tensor PCA is a canonical computational barrier in his nonconvex inference research.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/89/6869-1.html,https://arxiv.org/abs/1411.1076; https://www.jmlr.org/papers/v25/24-0006.html; https://arxiv.org/abs/2404.18735; https://arxiv.org/abs/2510.14329; https://arxiv.org/abs/2605.30113
179,Rong Ge,2,TCS-3391,Efficient learning of well-separated Gaussian mixtures,Learning theory,reused,Gaussian-mixture learning connects his provable nonconvex and latent-variable algorithms.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/89/6869-1.html,https://proceedings.mlr.press/v125/kwon20a.html
180,Tengyu Ma,1,TCS-6657,Computational threshold for tensor PCA,Beyond worst-case and average-case analysis,reused,Tensor PCA relates to his provable nonconvex inference and learning research.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/54/9061.html,https://arxiv.org/abs/1411.1076; https://www.jmlr.org/papers/v25/24-0006.html; https://arxiv.org/abs/2404.18735; https://arxiv.org/abs/2510.14329; https://arxiv.org/abs/2605.30113
180,Tengyu Ma,2,TCS-7293,Distribution-free improper learning of two unrestricted halfspaces,Learning theory,reused,Learning two halfspaces is a canonical small-network learning problem related to his neural-network theory.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/54/9061.html,https://web.cs.ucla.edu/~sherstov/pdf/hshs.pdf; https://theoretics.episciences.org/18105; https://arxiv.org/abs/2603.08700v2
181,Zeyuan Allen-Zhu,1,TCS-6574,Exact semidefinite feasibility in polynomial time,Optimization and numerics,reused,Exact SDP feasibility concerns the computational foundations of his optimization work.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/10/7536.html,https://link.springer.com/article/10.1007/BF02614433; https://epubs.siam.org/doi/10.1137/15M103114X; https://www.sciencedirect.com/science/article/pii/S0747717120301176; https://epubs.siam.org/doi/10.1137/21M1434945; https://arxiv.org/abs/2510.07271; https://arxiv.org/abs/2511.03440
181,Zeyuan Allen-Zhu,2,TCS-6657,Computational threshold for tensor PCA,Beyond worst-case and average-case analysis,reused,Tensor PCA connects his nonconvex optimization and provable-learning research.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/10/7536.html,https://arxiv.org/abs/1411.1076; https://www.jmlr.org/papers/v25/24-0006.html; https://arxiv.org/abs/2404.18735; https://arxiv.org/abs/2510.14329; https://arxiv.org/abs/2605.30113
182,Aleksander Mądry,1,TCS-7228,Exact directed maximum flow in \(O((m+n) \operatorname{polylog} n)\) time,Structural graph theory,reused,Near-linear exact max flow is a direct frontier of his flow-algorithm program.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/67/2454.html,https://arxiv.org/abs/2203.00671; https://arxiv.org/abs/2608.17384
182,Aleksander Mądry,2,TCS-5153,Characterizing adversarially robust PAC learnability,Learning theory,reused,Robust PAC learnability connects the foundations of his adversarial-robustness work.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/67/2454.html,https://proceedings.mlr.press/v99/montasser19a.html
183,Eli Ben-Sasson,1,TCS-6738,Linear-length locally testable codes and proofs,Coding and information theory,reused,"Linear-length locally testable proofs connect his PCP, IOP and algebraic-proof work.",source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/02/476.html,https://www.wisdom.weizmann.ac.il/~oded/pt-intro.html
